episode, reward, success, duration, n_steps, success_count, memory length, avg_critic_loss, avg_actor_loss
1, 689.4208240509033, True, 0.03737282752990723, 3, 0, 2, 0.0, 0.0
2, -1121.4680256843567, False, 1.1419765949249268, 497, 0, 498, 0.0, 0.0
3, -1158.7136431857944, False, 26.433132648468018, 497, 0, 994, 1.007485270500183, 1384.6357421875
4, -1482.8488491419703, False, 28.755039930343628, 491, 0, 1484, 0.6018370389938354, 1525.9686279296875
5, -750.9507177621126, False, 24.27861189842224, 497, 0, 1980, 0.8817003965377808, 1694.2122802734375
6, -756.6652852743864, False, 24.601234912872314, 497, 0, 2476, 0.6588033437728882, 1870.5802001953125
7, -778.2845790237188, False, 24.700746774673462, 497, 0, 2972, 0.5003589391708374, 2103.400390625
8, -757.8378274738789, False, 24.20165705680847, 497, 0, 3468, 0.4228328764438629, 2334.363525390625
9, -826.2880019694567, False, 25.805487632751465, 497, 0, 3964, 0.3999510407447815, 2581.09521484375
10, -792.8915473222733, False, 24.108720779418945, 497, 0, 4460, 0.35167232155799866, 2803.694091796875
11, -737.9413390308619, False, 24.66773009300232, 497, 0, 4956, 0.3563356101512909, 3049.510498046875
12, -762.823302552104, False, 24.539605617523193, 497, 0, 5452, 0.2531473636627197, 3243.4921875
13, -753.7602241635323, False, 24.266017198562622, 497, 0, 5948, 0.29575204849243164, 3461.34765625
14, -762.8846707195044, False, 26.294967889785767, 497, 0, 6444, 0.32826071977615356, 3657.0087890625
15, -728.2028824239969, False, 24.174986600875854, 497, 0, 6940, 0.23255953192710876, 3833.1142578125
16, -762.1067068129778, False, 25.046700477600098, 497, 0, 7436, 0.23970824480056763, 4014.97412109375
17, -726.4360651522875, False, 25.12163758277893, 497, 0, 7932, 0.262182354927063, 4158.3046875
18, -760.5705435723066, False, 25.079495191574097, 497, 0, 8428, 0.19872039556503296, 4331.109375
19, -801.0718358904123, False, 26.142317295074463, 497, 0, 8924, 0.19735699892044067, 4482.26806640625
20, -783.4455328285694, False, 29.09273910522461, 497, 0, 9420, 0.20672158896923065, 4626.17041015625
21, -787.1816206127405, False, 24.734840869903564, 497, 0, 9916, 0.14885610342025757, 4772.0146484375
22, -766.3643830120564, False, 22.70694375038147, 497, 0, 10412, 0.17851832509040833, 4917.5263671875
23, -761.0100841522217, False, 22.486510038375854, 497, 0, 10908, 0.1591029018163681, 5053.29931640625
24, -797.0851923376322, False, 22.367441415786743, 497, 0, 11404, 0.1745719313621521, 5152.02197265625
25, -783.8991733044386, False, 23.509995698928833, 497, 0, 11900, 0.13855873048305511, 5283.6875
26, -791.581775650382, False, 22.24845027923584, 497, 0, 12396, 0.1555393487215042, 5398.89453125
27, -750.7092368602753, False, 22.372695684432983, 497, 0, 12892, 0.14502395689487457, 5510.5166015625
28, -747.3722998350859, False, 22.445072174072266, 497, 0, 13388, 0.12756992876529694, 5602.630859375
29, -771.7091369330883, False, 22.48858141899109, 497, 0, 13884, 0.138323113322258, 5696.63037109375
30, -769.971862718463, False, 22.73087453842163, 497, 0, 14380, 0.12958939373493195, 5793.88232421875
31, -771.3566486388445, False, 22.265020608901978, 497, 0, 14876, 0.13546006381511688, 5866.14794921875
32, -780.8149952739477, False, 22.44840693473816, 497, 0, 15372, 0.1397707462310791, 5962.865234375
33, -764.5750336050987, False, 22.48967456817627, 497, 0, 15868, 0.11920555680990219, 6030.791015625
34, -772.5635135173798, False, 22.44392967224121, 497, 0, 16364, 0.12405198067426682, 6120.66845703125
35, -754.3768266737461, False, 22.46735978126526, 497, 0, 16860, 0.11788488924503326, 6177.47705078125
36, -748.1290354281664, False, 22.66192650794983, 497, 0, 17356, 0.08690866827964783, 6261.01953125
37, -751.0958146601915, False, 22.525514364242554, 497, 0, 17852, 0.09280411154031754, 6313.076171875
38, -751.3445770591497, False, 22.471280813217163, 497, 0, 18348, 0.09079631417989731, 6356.4365234375
39, -733.2981667518616, False, 22.522833585739136, 497, 0, 18844, 0.08882714062929153, 6433.59228515625
40, -770.9865079820156, False, 22.465105772018433, 497, 0, 19340, 0.08354045450687408, 6481.0419921875
41, -760.1208050251007, False, 22.167765378952026, 497, 0, 19836, 0.09817329794168472, 6548.4853515625
42, -763.0118393599987, False, 22.49143409729004, 497, 0, 20332, 0.0870610773563385, 6570.3203125
43, -771.1323624998331, False, 22.204901695251465, 497, 0, 20828, 0.09691696614027023, 6647.89013671875
44, -741.9253013730049, False, 22.697887659072876, 497, 0, 21324, 0.09650927782058716, 6676.0390625
45, -756.5188504606485, False, 22.180315732955933, 497, 0, 21820, 0.08317551761865616, 6728.25
46, -758.0170723646879, False, 22.58810329437256, 497, 0, 22316, 0.0848076343536377, 6756.27587890625
47, -753.9193624556065, False, 22.333277702331543, 497, 0, 22812, 0.07100527733564377, 6803.927734375
48, -772.6889932602644, False, 22.54547953605652, 497, 0, 23308, 0.06898753345012665, 6832.66357421875
49, -775.6379209905863, False, 22.252541065216064, 497, 0, 23804, 0.07181601971387863, 6876.228515625
50, -744.6055005788803, False, 22.354051113128662, 497, 0, 24300, 0.06532921642065048, 6899.16259765625
51, -780.4827203154564, False, 22.304553270339966, 497, 0, 24796, 0.058625996112823486, 6939.9892578125
52, -771.8162953853607, False, 22.393005847930908, 497, 0, 25292, 0.06468557566404343, 6975.88623046875
53, -760.7716185301542, False, 22.28217339515686, 497, 0, 25788, 0.06391178071498871, 7012.45458984375
54, -739.7544004172087, False, 22.633370399475098, 497, 0, 26284, 0.061162713915109634, 7029.41748046875
55, -743.6811807751656, False, 22.119072198867798, 497, 0, 26780, 0.06010472774505615, 7043.70703125
56, -757.4002259969711, False, 22.32652235031128, 497, 0, 27276, 0.06269636005163193, 7067.82861328125
57, -769.8567384779453, False, 22.570886611938477, 497, 0, 27772, 0.06680955737829208, 7105.552734375
58, -749.9082497358322, False, 22.53002405166626, 497, 0, 28268, 0.060701314359903336, 7148.0693359375
59, -754.7624291777611, False, 22.931646585464478, 497, 0, 28764, 0.06168735772371292, 7137.77001953125
60, -784.2934809178114, False, 22.30826449394226, 497, 0, 29260, 0.06245754286646843, 7181.34423828125
61, -761.5654405355453, False, 21.931450605392456, 497, 0, 29756, 0.05996742844581604, 7214.8134765625
62, -764.4568812251091, False, 21.858458280563354, 497, 0, 30252, 0.053606465458869934, 7246.03076171875
63, -737.695656567812, False, 21.54880142211914, 497, 0, 30748, 0.056431591510772705, 7253.4775390625
64, -751.1948027014732, False, 21.640575170516968, 497, 0, 31244, 0.06498763710260391, 7258.8662109375
65, -764.0624323934317, False, 21.817577600479126, 497, 0, 31740, 0.04490456357598305, 7274.15966796875
66, -750.659829467535, False, 21.929502487182617, 497, 0, 32236, 0.047303929924964905, 7279.43310546875
67, -753.8766316771507, False, 21.751861810684204, 497, 0, 32732, 0.06261977553367615, 7324.154296875
68, -746.7871266454458, False, 22.111791849136353, 497, 0, 33228, 0.06447138637304306, 7339.80126953125
69, -768.0961989760399, False, 21.704801321029663, 497, 0, 33724, 0.07154205441474915, 7339.9404296875
70, -766.7143643051386, False, 22.082849740982056, 497, 0, 34220, 0.06055419147014618, 7357.8486328125
71, -767.9537474662066, False, 21.97623062133789, 497, 0, 34716, 0.060945384204387665, 7379.05615234375
72, -759.9351154565811, False, 22.53882122039795, 497, 0, 35212, 0.041642047464847565, 7392.63037109375
73, -756.108571395278, False, 22.338186502456665, 497, 0, 35708, 0.0455104224383831, 7393.84033203125
74, -760.3345410227776, False, 22.263034343719482, 497, 0, 36204, 0.05365530401468277, 7392.3984375
75, -760.0726664811373, False, 22.307889461517334, 497, 0, 36700, 0.052752379328012466, 7406.1484375
76, -761.0219070464373, False, 22.278276443481445, 497, 0, 37196, 0.05308707430958748, 7447.75146484375
77, -746.8127523958683, False, 21.938902139663696, 497, 0, 37692, 0.06014010310173035, 7439.216796875
78, -786.8894416838884, False, 22.07715129852295, 497, 0, 38188, 0.05679464340209961, 7436.70068359375
79, -709.4880714863539, False, 22.04461097717285, 497, 0, 38684, 0.059358566999435425, 7465.0732421875
80, -766.655718922615, False, 22.35117268562317, 497, 0, 39180, 0.07857129722833633, 7447.11865234375
81, -752.7221875786781, False, 22.54851508140564, 497, 0, 39676, 0.07355880737304688, 7468.44873046875
82, -753.2787121832371, False, 22.29084610939026, 497, 0, 40172, 0.05846542865037918, 7471.9296875
83, -732.4065798968077, False, 22.132708072662354, 497, 0, 40668, 0.06167471036314964, 7482.423828125
84, -760.6270200908184, False, 22.428981065750122, 497, 0, 41164, 0.05494863912463188, 7481.642578125
85, -751.224109634757, False, 22.218825340270996, 497, 0, 41660, 0.06950561702251434, 7510.2490234375
86, -750.8227265179157, False, 22.422276496887207, 497, 0, 42156, 0.04675403982400894, 7499.033203125
87, -755.5363689512014, False, 22.650110483169556, 497, 0, 42652, 0.04266766458749771, 7503.55419921875
88, -754.8498728722334, False, 22.746651887893677, 497, 0, 43148, 0.057551950216293335, 7503.6796875
89, -754.2918857187033, False, 22.789273977279663, 497, 0, 43644, 0.0496242418885231, 7513.60009765625
90, -754.6675841361284, False, 22.563248872756958, 497, 0, 44140, 0.05392726883292198, 7536.63134765625
91, -773.2694845348597, False, 22.314749240875244, 497, 0, 44636, 0.046707671135663986, 7523.560546875
92, -753.3857705891132, False, 22.642991542816162, 497, 0, 45132, 0.05236754193902016, 7545.93017578125
93, -756.6225624680519, False, 22.771077156066895, 497, 0, 45628, 0.05068178102374077, 7526.16796875
94, -748.2382533699274, False, 22.61009430885315, 497, 0, 46124, 0.06868929415941238, 7529.14013671875
95, -745.8765277862549, False, 22.500041007995605, 497, 0, 46620, 0.04891650378704071, 7542.44140625
96, -760.0665987879038, False, 22.58013939857483, 497, 0, 47116, 0.06655886024236679, 7534.7041015625
97, -764.4232147932053, False, 22.698018550872803, 497, 0, 47612, 0.04891281947493553, 7558.50732421875
98, -755.855803579092, False, 22.865572214126587, 497, 0, 48108, 0.05241438001394272, 7550.84375
99, -761.8206403553486, False, 22.834290504455566, 497, 0, 48604, 0.055066466331481934, 7557.25
100, -753.5433894842863, False, 22.44302988052368, 497, 0, 49100, 0.038758181035518646, 7565.5830078125
101, -763.9517613351345, False, 22.736927270889282, 497, 0, 49596, 0.04960895702242851, 7564.857421875
102, -751.1869870126247, False, 22.80029320716858, 497, 0, 50092, 0.05136110633611679, 7572.609375
103, -760.4820091873407, False, 22.75871229171753, 497, 0, 50588, 0.05767422169446945, 7564.61083984375
104, -753.8081913888454, False, 23.124009370803833, 497, 0, 51084, 0.05261031538248062, 7581.64404296875
105, -756.4018141776323, False, 23.161644458770752, 497, 0, 51580, 0.06155683100223541, 7578.66748046875
106, -775.7940625846386, False, 22.6269371509552, 497, 0, 52076, 0.054722823202610016, 7574.35595703125
107, -747.3856385201216, False, 22.62025785446167, 497, 0, 52572, 0.046240244060754776, 7580.265625
108, -755.1449735313654, False, 22.83760142326355, 497, 0, 53068, 0.049818407744169235, 7573.64208984375
109, -773.8108448088169, False, 22.94286870956421, 497, 0, 53564, 0.05584230273962021, 7589.74462890625
110, -749.7028712630272, False, 23.07079291343689, 497, 0, 54060, 0.06490185111761093, 7585.9423828125
111, -730.5038792043924, False, 23.11039113998413, 497, 0, 54556, 0.05595688149333, 7580.04931640625
112, -762.0151941478252, False, 23.182966470718384, 497, 0, 55052, 0.05090762674808502, 7600.02685546875
113, -763.347457408905, False, 23.22373104095459, 497, 0, 55548, 0.056348659098148346, 7582.4140625
114, -756.1519326716661, False, 23.13338828086853, 497, 0, 56044, 0.04463575780391693, 7590.90234375
115, -762.5537311583757, False, 23.452375888824463, 497, 0, 56540, 0.05020970478653908, 7602.9482421875
116, -751.9506138116121, False, 23.57459044456482, 497, 0, 57036, 0.044871751219034195, 7592.45751953125
