episode, reward, success, duration, n_steps, success_count, memory length, avg_critic_loss, avg_actor_loss
1, 250.36900551617146, True, 5.36630392074585, 322, 0, 322, 3.9155166149139404, -0.41071105003356934
2, -187.59046784043312, False, 9.68038272857666, 138, 0, 460, 771.6314086914062, -2.403630018234253
3, -205.84338738769293, False, 14.004855155944824, 206, 0, 666, 573.8349609375, -1.899902105331421
4, -472.7335013151169, False, 26.80756688117981, 463, 0, 1129, 407.56268310546875, -1.5049662590026855
5, -306.7563565969467, False, 22.049129486083984, 356, 0, 1485, 271.333251953125, -1.0908100605010986
6, -309.97154712677, False, 17.566282987594604, 293, 0, 1778, 264.30499267578125, -0.9063988327980042
7, -422.4326164647937, False, 32.131032943725586, 489, 0, 2267, 171.5560302734375, -0.6566489934921265
8, -347.86731481552124, False, 23.39954423904419, 317, 0, 2584, 201.95892333984375, -0.43214407563209534
9, -236.87662789225578, False, 13.99445104598999, 209, 0, 2793, 168.72198486328125, -0.3252587616443634
10, -265.76843935251236, False, 13.917531490325928, 249, 0, 3042, 189.01171875, -0.22408364713191986
11, -515.6091056466103, False, 27.94774603843689, 478, 0, 3520, 167.4236602783203, -0.08430195599794388
12, -275.4210965335369, False, 17.086843252182007, 285, 0, 3805, 131.8632354736328, 0.03707052767276764
13, -444.5652897953987, False, 26.957577228546143, 469, 0, 4274, 134.0596923828125, 0.12581230700016022
14, -282.775902569294, False, 17.891588926315308, 307, 0, 4581, 126.72608184814453, 0.21135281026363373
15, -328.5951876938343, False, 17.027015686035156, 307, 0, 4888, 86.51272583007812, 0.2793957591056824
16, -321.592998534441, False, 19.976717472076416, 363, 0, 5251, 130.977783203125, 0.3566131591796875
17, -439.76970911026, False, 22.1108820438385, 399, 0, 5650, 122.22525024414062, 0.43598952889442444
18, -340.7560976445675, False, 28.40767765045166, 498, 0, 6148, 106.8564224243164, 0.5064020156860352
19, -370.18384355306625, False, 21.749916791915894, 389, 0, 6537, 101.13543701171875, 0.5441700220108032
20, -345.7280583977699, False, 27.572221994400024, 498, 0, 7035, 82.2193603515625, 0.5855873823165894
21, -318.2174482345581, False, 18.19600534439087, 326, 0, 7361, 92.59513092041016, 0.6426922678947449
