episode, reward, success, duration, n_steps, epsilon, success_count, memory length, avg_critic_loss, avg_actor_loss
1, -5503.214282751083, False, 21.101712942123413, 450, 0, 449, 0.005817579571157694, 125.28205871582031
2, -5543.798424065113, False, 27.075061798095703, 421, 0, 869, 6.339019775390625, 270.8253479003906
3, -5492.90954285115, False, 27.006507873535156, 405, 0, 1273, 10.29577350616455, 329.3757019042969
4, -5483.252196101472, False, 27.00883960723877, 413, 0, 1685, 9.993685722351074, 372.727294921875
5, -5559.804215680808, False, 26.85579490661621, 410, 0, 2094, 11.079444885253906, 421.7294616699219
6, -5591.721314519644, False, 27.219735145568848, 415, 0, 2508, 11.16805362701416, 467.728515625
7, -5535.782689332962, False, 26.394169330596924, 445, 0, 2952, 10.54874324798584, 526.7868041992188
8, -5559.356528520584, False, 26.504964590072632, 429, 0, 3380, 10.456156730651855, 590.31298828125
9, -5522.937106281519, False, 26.22691249847412, 440, 0, 3819, 11.610736846923828, 695.0938720703125
10, -5516.115255512297, False, 27.30912709236145, 440, 0, 4258, 11.666984558105469, 804.7184448242188
11, -5501.299256563187, False, 26.62838578224182, 438, 0, 4695, 10.092925071716309, 836.6656494140625
12, -5551.007362306118, False, 27.327521562576294, 449, 0, 5143, 11.55052375793457, 905.4550170898438
13, -5476.392025850713, False, 26.649346828460693, 425, 0, 5567, 12.58919906616211, 1054.538818359375
14, -5510.187571648508, False, 26.33692955970764, 436, 0, 6002, 10.826257705688477, 1126.241455078125
15, -5504.965008229017, False, 26.04767870903015, 438, 0, 6439, 12.451919555664062, 1150.8421630859375
16, -5545.566342100501, False, 27.562162160873413, 440, 0, 6878, 10.031834602355957, 1213.9024658203125
17, -5488.950832180679, False, 26.43553352355957, 434, 0, 7311, 11.153519630432129, 1294.9552001953125
18, -5459.399081721902, False, 24.499003171920776, 404, 0, 7714, 11.372762680053711, 1288.573974609375
19, -5539.722628355026, False, 26.52279281616211, 427, 0, 8140, 11.686086654663086, 1499.9234619140625
20, -5450.567539662123, False, 24.769659757614136, 412, 0, 8551, 9.597953796386719, 1492.2169189453125
21, -5456.600723266602, False, 24.984559774398804, 424, 0, 8974, 10.779292106628418, 1554.120849609375
22, -5594.163691461086, False, 26.72932529449463, 449, 0, 9422, 11.543536186218262, 1677.5645751953125
23, -5522.715057238936, False, 26.207486629486084, 443, 0, 9864, 11.065339088439941, 1738.311279296875
24, -5523.5858946330845, False, 26.266136646270752, 447, 0, 10310, 11.711071014404297, 1928.3675537109375
25, -5541.355403378606, False, 26.082519054412842, 437, 0, 10746, 12.8247652053833, 1970.6158447265625
26, -5536.66032871604, False, 27.509276151657104, 453, 0, 11198, 11.819085121154785, 2003.701416015625
27, -5537.617868334055, False, 27.009039402008057, 452, 0, 11649, 12.200112342834473, 2200.899658203125
28, -5512.650736704469, False, 26.757342100143433, 453, 0, 12101, 11.080791473388672, 2415.67919921875
29, -5544.906706094742, False, 26.591251134872437, 456, 0, 12556, 12.404400825500488, 2543.513916015625
30, -5516.124861225486, False, 26.3929443359375, 435, 0, 12990, 12.566341400146484, 2571.32080078125
31, -5526.477423965931, False, 27.114021062850952, 451, 0, 13440, 13.725632667541504, 2670.036865234375
32, -5467.154351383448, False, 24.82439088821411, 421, 0, 13860, 14.285103797912598, 2776.457763671875
33, -5572.175425380468, False, 27.094524145126343, 449, 0, 14308, 13.952569007873535, 2848.646728515625
34, -5537.931255951524, False, 26.19294023513794, 439, 0, 14746, 13.606180191040039, 2740.560546875
35, -5635.41088822484, False, 26.666622400283813, 453, 0, 15198, 12.884772300720215, 2863.53955078125
36, -5508.6704819351435, False, 26.23965287208557, 429, 0, 15626, 13.962251663208008, 2901.68994140625
37, -5492.415251754224, False, 26.64239263534546, 422, 0, 16047, 13.552783966064453, 2925.132080078125
38, -5498.958760797977, False, 26.692989826202393, 447, 0, 16493, 14.487322807312012, 3023.848388671875
39, -5522.903758659959, False, 26.717790365219116, 443, 0, 16935, 14.317802429199219, 2955.197998046875
40, -5529.724595464766, False, 26.947771310806274, 458, 0, 17392, 13.434736251831055, 3044.25048828125
41, -5547.721665486693, False, 26.54737401008606, 422, 0, 17813, 16.339954376220703, 2998.248291015625
42, -5550.71902294457, False, 26.59254217147827, 447, 0, 18259, 13.60586929321289, 3025.586181640625
43, -5497.630885154009, False, 26.96530556678772, 457, 0, 18715, 12.22789192199707, 3128.273681640625
44, -5579.683792561293, False, 27.0513756275177, 464, 0, 19178, 13.678399085998535, 3131.19775390625
45, -5536.702530164272, False, 26.412275552749634, 435, 0, 19612, 14.615202903747559, 3148.542724609375
46, -5636.169069643132, False, 27.091556549072266, 459, 0, 20070, 13.683892250061035, 3364.162353515625
47, -5533.018283337355, False, 26.528425216674805, 453, 0, 20522, 13.905675888061523, 3242.870849609375
48, -5579.308726608753, False, 27.041518926620483, 459, 0, 20980, 14.411657333374023, 3100.811279296875
49, -5637.042406663299, False, 27.48529863357544, 469, 0, 21448, 14.654730796813965, 3123.742919921875
50, -5540.622793421149, False, 27.20591402053833, 454, 0, 21901, 13.649150848388672, 3409.95458984375
51, -5570.639765357133, False, 27.2213237285614, 457, 0, 22357, 14.951534271240234, 3299.705810546875
52, -5564.685453802347, False, 27.071248531341553, 483, 0, 22839, 15.460927963256836, 3465.81494140625
53, -5599.721827760339, False, 26.095540761947632, 514, 0, 23352, 15.035333633422852, 3577.2275390625
54, -5570.1370894014835, False, 26.650508165359497, 477, 0, 23828, 12.283440589904785, 3382.529052734375
