episode, reward, n_steps, epsilon, success_count, memory length
2801, 50.245219588279724, 25, 0.04993675381238609, 0, 100000
2802, -209.81371750868857, 165, 0.04993675381238609, 0, 100000
2803, -168.2213764861226, 84, 0.04993675381238609, 0, 100000
2804, 47.50919886305928, 13, 0.04993675381238609, 0, 100000
2805, -127.75932555738837, 93, 0.04993675381238609, 0, 100000
2806, -165.63592053414322, 539, 0.04993675381238609, 0, 100000
2807, -215.25307653006166, 313, 0.04993675381238609, 0, 100000
2808, -151.86931689362973, 80, 0.04993675381238609, 0, 100000
2809, -7.851783031284867, 254, 0.04993675381238609, 0, 100000
2810, 50.894406497478485, 36, 0.04993675381238609, 0, 100000
2811, 51.238280289806426, 41, 0.04993675381238609, 0, 100000
2812, -402.9985319394618, 865, 0.04993675381238609, 0, 100000
2813, -391.95522697642446, 377, 0.04993675381238609, 0, 100000
2814, -187.00774893164635, 59, 0.04993675381238609, 0, 100000
2815, -191.32763086850173, 140, 0.04993675381238609, 0, 100000
2816, -271.51358593598707, 365, 0.04993675381238609, 0, 100000
2817, -134.445223323768, 139, 0.04993675381238609, 0, 100000
2818, -137.03739986824803, 305, 0.04993675381238609, 0, 100000
2819, -502.41676433430985, 545, 0.04993675381238609, 0, 100000
2820, -323.9323935257271, 409, 0.04993675381238609, 0, 100000
2821, -109.55686156480806, 159, 0.04993675381238609, 0, 100000
2822, -28.905186421936378, 381, 0.04993675381238609, 0, 100000
2823, -244.7194614346372, 318, 0.04993675381238609, 0, 100000
2824, 49.65787136554718, 13, 0.04993675381238609, 0, 100000
2825, -156.7756842484232, 117, 0.04993675381238609, 0, 100000
2826, -130.5748722194694, 118, 0.04993675381238609, 0, 100000
2827, -160.93011489743367, 273, 0.04993675381238609, 0, 100000
2828, -156.3281131433323, 388, 0.04993675381238609, 0, 100000
2829, -127.4433479346335, 80, 0.04993675381238609, 0, 100000
2830, -106.23344056960195, 140, 0.04993675381238609, 0, 100000
2831, -126.71187497675419, 55, 0.04993675381238609, 0, 100000
2832, -138.88265130016953, 37, 0.04993675381238609, 0, 100000
2833, -207.2394886345137, 147, 0.04993675381238609, 0, 100000
2834, -132.56065226718783, 32, 0.04993675381238609, 0, 100000
2835, 51.36271263984963, 45, 0.04993675381238609, 0, 100000
2836, -120.57761415839195, 15, 0.04993675381238609, 0, 100000
2837, -216.9615150290192, 342, 0.04993675381238609, 0, 100000
2838, 45.20366343855858, 50, 0.04993675381238609, 0, 100000
2839, -276.8050024593249, 287, 0.04993675381238609, 0, 100000
2840, 54.383920254185796, 11, 0.04993675381238609, 0, 100000
