episode, reward, success, duration, n_steps, memory length, avg_critic_loss, avg_actor_loss
1, 1804.6356654763222, 1, 4.302271127700806, 243, 241, 0.2264324128627777, 142.38079833984375
2, -2558.491580247879, 3, 3.935725212097168, 106, 345, 8.130401611328125, 268.2920227050781
3, -3073.6576224565506, 2, 12.969219207763672, 314, 657, 9.305285453796387, 290.3967590332031
4, -4619.588616132736, 2, 13.544316291809082, 485, 1140, 7.682770252227783, 438.1104736328125
5, -3740.8296114206314, 2, 15.91139030456543, 494, 1632, 6.606550216674805, 553.7135620117188
6, -2699.4726873636246, 3, 8.314231634140015, 262, 1892, 5.87124490737915, 566.68359375
7, -4983.211146116257, 2, 14.858147621154785, 463, 2353, 6.732746601104736, 611.8688354492188
8, -3711.5742498636246, 2, 16.25447916984558, 502, 2853, 6.767019271850586, 691.9130249023438
9, -4089.211456298828, 2, 15.288096189498901, 479, 3330, 6.3532395362854, 733.4225463867188
10, -3231.7619395256042, 3, 7.92491340637207, 250, 3578, 6.416452407836914, 788.2383422851562
11, -2831.4993221759796, 3, 7.9374566078186035, 249, 3825, 5.706029415130615, 797.4773559570312
12, -3719.0518367290497, 2, 15.273972272872925, 477, 4300, 6.33516788482666, 809.3509521484375
13, -3032.3933935165405, 2, 8.329180479049683, 265, 4563, 6.464759826660156, 823.5633544921875
14, -3764.7147473096848, 2, 16.066354274749756, 492, 5053, 6.000271320343018, 852.2257080078125
15, -2959.5554230213165, 2, 8.466070652008057, 268, 5319, 6.233010768890381, 878.8209838867188
16, -3103.907406568527, 3, 8.441128730773926, 266, 5583, 5.740654945373535, 887.9773559570312
17, -3728.0868945121765, 2, 14.791405439376831, 462, 6043, 5.707887649536133, 919.402099609375
18, -4171.151685714722, 2, 20.49881649017334, 662, 6703, 5.990847587585449, 967.4151000976562
19, -2508.500222861767, 3, 7.844695329666138, 245, 6946, 6.766890525817871, 999.78369140625
20, -4232.039915084839, 2, 16.09583330154419, 503, 7447, 6.108288288116455, 1025.4068603515625
21, -3150.087206840515, 3, 7.553714036941528, 253, 7698, 6.176555156707764, 1071.023193359375
22, -3068.104658842087, 3, 7.443948268890381, 249, 7945, 5.968703269958496, 1093.0716552734375
23, -2859.040099978447, 3, 7.60022234916687, 257, 8200, 5.077184200286865, 1114.982177734375
24, -4147.5469081401825, 2, 20.62867021560669, 634, 8832, 6.386909484863281, 1146.5181884765625
25, -4379.059317588806, 2, 21.966967821121216, 671, 9501, 5.824605464935303, 1217.8779296875
26, -3870.8874146938324, 2, 15.39882516860962, 471, 9970, 5.7064595222473145, 1279.634033203125
27, -2613.540561556816, 3, 8.03404951095581, 252, 10220, 6.328736305236816, 1312.9927978515625
