episode, reward, duration, n_steps, epsilon, success_count, memory length
1, 513.6738668707949, 35.09843349456787, 498, 1.0, 0, 497
2, 565.3530187606812, 2.5883634090423584, 22, 0.999, 0, 518
3, 916.8637876706198, 41.77405619621277, 229, 0.998001, 0, 746
4, -700.7592480331659, 33.491053104400635, 205, 0.997002999, 0, 950
5, -687.2233224874362, 31.795302152633667, 220, 0.996005996001, 0, 1169
6, 759.9747673869133, 17.87120771408081, 143, 0.995009990004999, 0, 1311
7, 1006.896363735199, 32.449986934661865, 263, 0.994014980014994, 0, 1573
8, 694.0931854248047, 11.301013946533203, 85, 0.993020965034979, 0, 1657
9, 912.7826213240623, 24.248008489608765, 197, 0.9920279440699441, 0, 1853
10, 760.2005491256714, 14.17341947555542, 106, 0.9910359161258742, 0, 1958
11, 652.9901605248451, 8.749942064285278, 63, 0.9900448802097482, 0, 2020
12, 645.7111831307411, 9.832523345947266, 73, 0.9890548353295385, 0, 2092
13, 810.7979964017868, 15.489567041397095, 122, 0.988065780494209, 0, 2213
14, 657.2355758547783, 9.310970544815063, 69, 0.9870777147137147, 0, 2281
15, 703.9688757658005, 10.128718852996826, 79, 0.986090636999001, 0, 2359
16, 700.648205280304, 9.732222318649292, 82, 0.9851045463620021, 0, 2440
17, 733.8764495253563, 16.013420581817627, 97, 0.98411944181564, 0, 2536
18, 743.1775228977203, 12.729347467422485, 91, 0.9831353223738244, 0, 2626
19, 811.335637152195, 17.58162212371826, 120, 0.9821521870514506, 0, 2745
20, 699.4343891143799, 10.390716314315796, 72, 0.9811700348643991, 0, 2816
21, 781.1385396718979, 14.273945569992065, 102, 0.9801888648295347, 0, 2917
22, 766.4862540364265, 13.463795900344849, 105, 0.9792086759647052, 0, 3021
23, 615.7017457485199, 4.783639192581177, 40, 0.9782294672887405, 0, 3060
24, 588.2926596403122, 4.196838617324829, 32, 0.9772512378214517, 0, 3091
25, 661.644639134407, 8.23872709274292, 62, 0.9762739865836303, 0, 3152
26, 633.8564281463623, 5.835684776306152, 48, 0.9752977125970467, 0, 3199
27, 733.1324854195118, 11.963798761367798, 100, 0.9743224148844496, 0, 3298
28, 611.5151031538844, 7.616977214813232, 52, 0.9733480924695651, 0, 3349
29, 641.2861599177122, 8.046095848083496, 58, 0.9723747443770956, 0, 3406
30, 603.4120779037476, 5.786910533905029, 40, 0.9714023696327185, 0, 3445
31, 551.8771953582764, 2.428272008895874, 20, 0.9704309672630859, 0, 3464
32, 589.0894758701324, 4.418611288070679, 30, 0.9694605362958227, 0, 3493
33, 691.8153655529022, 11.920970439910889, 77, 0.9684910757595269, 0, 3569
34, 786.7910114526749, 16.81134009361267, 103, 0.9675225846837673, 0, 3671
35, 604.8143424019217, 8.953754425048828, 51, 0.9665550620990835, 0, 3721
36, 806.8872435539961, 18.83022713661194, 120, 0.9655885070369844, 0, 3840
37, 771.8978941543028, 16.748013734817505, 111, 0.9646229185299474, 0, 3950
38, 722.3072813749313, 12.428585052490234, 81, 0.9636582956114175, 0, 4030
39, 575.5756686925888, 4.1457414627075195, 29, 0.9626946373158061, 0, 4058
40, 544.7288054227829, 2.6463937759399414, 17, 0.9617319426784903, 0, 4074
41, 586.6890777349472, 5.602261781692505, 38, 0.9607702107358118, 0, 4111
42, 627.9593396186829, 5.309205532073975, 46, 0.959809440525076, 0, 4156
43, 524.1308436393738, 0.9251303672790527, 10, 0.9588496310845509, 0, 4165
44, 644.6025111675262, 6.445451259613037, 53, 0.9578907814534664, 0, 4217
45, 589.3658831119537, 4.1224281787872314, 32, 0.9569328906720129, 0, 4248
46, 635.8631875514984, 5.948010206222534, 52, 0.9559759577813409, 0, 4299
47, 601.1127927303314, 4.349987745285034, 37, 0.9550199818235596, 0, 4335
48, 601.8883240222931, 4.937724351882935, 39, 0.9540649618417361, 0, 4373
49, 789.6761032342911, 13.344069004058838, 117, 0.9531108968798944, 0, 4489
50, 852.1388837434351, 16.21860432624817, 138, 0.9521577859830145, 0, 4626
51, -984.0870463848114, 7.1357598304748535, 62, 0.9512056281970315, 0, 4687
52, 735.5350842475891, 9.71501088142395, 81, 0.9502544225688344, 0, 4767
53, 916.5744774369523, 21.012848377227783, 181, 0.9493041681462656, 0, 4947
54, 670.8905212879181, 6.762413263320923, 59, 0.9483548639781193, 0, 5005
55, 588.8252296447754, 3.3515162467956543, 32, 0.9474065091141411, 0, 5036
56, 588.891566067934, 4.548177242279053, 41, 0.946459102605027, 0, 5076
57, 661.7668423652649, 6.669179677963257, 55, 0.9455126435024219, 0, 5130
58, 839.8724040128291, 15.050237655639648, 129, 0.9445671308589195, 0, 5258
59, 866.1605481281877, 16.160125255584717, 135, 0.9436225637280606, 0, 5392
60, 818.2946210205555, 13.438812732696533, 117, 0.9426789411643326, 0, 5508
61, 695.12239331007, 8.779242992401123, 78, 0.9417362622231683, 0, 5585
62, 739.3784638643265, 10.757807970046997, 90, 0.9407945259609451, 0, 5674
63, 769.7279374599457, 11.143544435501099, 100, 0.9398537314349842, 0, 5773
64, 565.4561749845743, 4.078202962875366, 37, 0.9389138777035492, 0, 5809
65, 725.5915257930756, 8.911528587341309, 76, 0.9379749638258457, 0, 5884
66, 692.1266260147095, 7.755254030227661, 66, 0.9370369888620198, 0, 5949
67, 894.6833843588829, 17.684149742126465, 143, 0.9360999518731578, 0, 6091
68, 589.9438090324402, 3.689060688018799, 32, 0.9351638519212846, 0, 6122
69, 982.1152355670929, 20.334502458572388, 171, 0.9342286880693633, 0, 6292
71, 618.4754495620728, 5.482549667358398, 45, 0.9323611649219127, 0, 6336
72, 817.6785538196564, 13.200409173965454, 113, 0.9314288037569908, 0, 6448
73, 679.6537160277367, 7.04252290725708, 75, 0.9304973749532338, 0, 6522
74, 542.7781623601913, 1.7098479270935059, 19, 0.9295668775782806, 0, 6540
75, 624.0680854320526, 3.928194522857666, 44, 0.9286373107007023, 0, 6583
76, 689.951598405838, 6.1704041957855225, 69, 0.9277086733900016, 0, 6651
77, 791.6951085329056, 10.2417893409729, 104, 0.9267809647166116, 0, 6754
78, 644.0171751976013, 4.708816289901733, 54, 0.925854183751895, 0, 6807
79, 670.3865685462952, 5.426976442337036, 59, 0.9249283295681431, 0, 6865
80, 837.2237094668671, 12.679959058761597, 133, 0.9240034012385749, 0, 6997
81, 993.7947982549667, 16.805163621902466, 175, 0.9230793978373364, 0, 7171
82, 922.0436423420906, 15.172663927078247, 154, 0.9221563184394991, 0, 7324
83, 748.2280061841011, 9.239196062088013, 98, 0.9212341621210596, 0, 7421
84, 889.8082422986627, 13.716617584228516, 147, 0.9203129279589385, 0, 7567
