episode, reward, n_steps, epsilon, success_count, memory length
601, 15.647453121840954, 66, 0.301435384344147, 0, 65
602, 73.65578460111283, 165, 0.3008325135754587, 0, 229
603, 22.46423713117838, 100, 0.3002308485483078, 0, 328
604, 100.52796716164448, 208, 0.2996303868512112, 1, 535
605, -62.03163167391904, 126, 0.29903112607750876, 1, 660
606, 15.790185431484133, 196, 0.29843306382535373, 1, 855
607, 150.20133049803553, 321, 0.29783619769770303, 80, 1175
608, 29.446090708952397, 273, 0.2972405253023076, 80, 1447
609, 27.622043612762354, 287, 0.296646044251703, 80, 1733
610, -19.014812124878517, 151, 0.2960527521631996, 80, 1883
611, -210.72490128455684, 317, 0.29546064665887317, 80, 2199
612, -21.891814991133288, 175, 0.29486972536555545, 80, 2373
613, -258.89985889568925, 683, 0.29427998591482435, 80, 3055
614, -32.91855532291811, 186, 0.2936914259429947, 80, 3240
615, -82.52919486258179, 351, 0.2931040430911087, 80, 3590
616, 47.731685028760694, 117, 0.2925178350049265, 80, 3706
617, 7.677987704053521, 32, 0.29193279933491667, 80, 3737
618, -51.30844136932865, 101, 0.2913489337362468, 80, 3837
619, -165.35720704263076, 214, 0.2907662358687743, 80, 4050
620, -193.5065252892673, 132, 0.2901847033970368, 80, 4181
621, -190.28952490910888, 237, 0.2896043339902427, 80, 4417
622, -206.24413670878857, 209, 0.2890251253222622, 80, 4625
623, -142.3546499782242, 533, 0.2884470750716177, 80, 5157
624, 28.25553358538309, 103, 0.2878701809214745, 80, 5259
625, -17.077843695878983, 20, 0.28729444055963155, 80, 5278
626, 18.73667641542852, 277, 0.28671985167851227, 80, 5554
627, 53.80345447838772, 408, 0.2861464119751552, 80, 5961
628, -10.773630380630493, 9, 0.2855741191512049, 80, 5969
629, -121.15523612685502, 358, 0.2850029709129025, 80, 6326
630, 20.280338928103447, 97, 0.2844329649710767, 80, 6422
631, -7.866549717728049, 228, 0.2838640990411345, 80, 6649
632, 23.605625562369823, 54, 0.28329637084305226, 80, 6702
633, -199.35247625375632, 596, 0.2827297781013662, 80, 7297
634, -102.08306905045174, 327, 0.28216431854516344, 80, 7623
635, -76.7437037229538, 204, 0.2815999899080731, 80, 7826
637, -91.76641356572509, 106, 0.2804747163484005, 80, 7931
638, -29.893899625632912, 143, 0.2799137669157037, 80, 8073
639, -25.417570910416543, 78, 0.2793539393818723, 80, 8150
640, -108.1062018731609, 304, 0.2787952315031086, 80, 8453
641, -22.326363399857655, 154, 0.27823764104010235, 80, 8606
642, -16.808077911729924, 532, 0.27768116575802215, 80, 9137
643, -2.471101895906031, 156, 0.2771258034265061, 80, 9292
644, 34.85927977319807, 274, 0.2765715518196531, 80, 9565
645, 20.352963889890816, 327, 0.2760184087160138, 80, 9891
646, -46.97834631340811, 153, 0.27546637189858175, 80, 10043
647, -194.86593675652693, 674, 0.2749154391547846, 80, 10716
648, -0.40718626976013184, 4, 0.27436560827647505, 80, 10719
649, -8.81304809404537, 100, 0.2738168770599221, 80, 10818
650, 2.037182797677815, 35, 0.2732692433058022, 80, 10852
651, 7.516273701796308, 47, 0.2727227048191906, 80, 10898
652, -3.3087485609576106, 55, 0.27217725940955223, 80, 10952
653, -98.1353268478997, 245, 0.2716329048907331, 80, 11196
654, -27.06675812229514, 117, 0.2710896390809516, 80, 11312
655, -37.40147705189884, 234, 0.2705474598027897, 80, 11545
656, -95.62663660664111, 544, 0.27000636488318414, 80, 12088
657, -142.99102638615295, 347, 0.26946635215341774, 80, 12434
658, -21.168632904067636, 99, 0.2689274194491109, 80, 12532
659, -80.11543417483335, 265, 0.2683895646102127, 80, 12796
660, -16.442925377748907, 75, 0.2678527854809923, 80, 12870
661, -224.56606080610072, 338, 0.2673170799100303, 80, 13207
662, -153.17147798520455, 511, 0.2667824457502102, 80, 13717
663, -19.463493116898462, 129, 0.2662488808587098, 80, 13845
664, -29.81183697655797, 137, 0.26571638309699236, 80, 13981
