episode, reward, n_steps, epsilon, success_count, memory length
1, 78.8089048564434, 129, 1.0, 0, 128
2, 80.84051786921918, 203, 0.998, 0, 330
3, -438.30136429250706, 1000, 0.996004, 0, 1329
5, -721.624021217227, 1000, 0.992023968016, 0, 2328
6, 209.5708715307992, 563, 0.990039920079968, 167, 2890
7, -562.8461073040962, 367, 0.9880598402398081, 167, 3256
8, -579.212205439806, 451, 0.9860837205593285, 167, 3706
9, -143.77367369830608, 205, 0.9841115531182099, 167, 3910
10, -78.08602341916412, 207, 0.9821433300119734, 167, 4116
11, -168.26847326755524, 182, 0.9801790433519495, 167, 4297
12, -131.09530762187205, 197, 0.9782186852652456, 167, 4493
13, -129.59863087488338, 231, 0.976262247894715, 167, 4723
14, -197.90226814965717, 259, 0.9743097233989256, 167, 4981
15, -116.53685557737481, 387, 0.9723611039521278, 167, 5367
16, 11.013468022691086, 79, 0.9704163817442236, 167, 5445
17, -88.9308310598135, 107, 0.9684755489807352, 167, 5551
18, 13.913333063246682, 113, 0.9665385978827737, 167, 5663
19, -110.10695405770093, 235, 0.9646055206870082, 167, 5897
20, -104.36972188949585, 106, 0.9626763096456342, 167, 6002
21, -59.93044474348426, 165, 0.9607509570263429, 167, 6166
22, 4.459780147997662, 163, 0.9588294551122902, 167, 6328
23, 54.920265320688486, 85, 0.9569117962020657, 167, 6412
24, -72.59719580411911, 81, 0.9549979726096616, 167, 6492
25, 18.499919652938843, 26, 0.9530879766644422, 167, 6517
26, -102.52445138990879, 127, 0.9511818007111134, 167, 6643
27, -197.9369143997319, 368, 0.9492794371096911, 167, 7010
28, -215.21668654680252, 173, 0.9473808782354717, 167, 7182
29, -20.525384253589436, 76, 0.9454861164790007, 167, 7257
30, -240.11260183155537, 251, 0.9435951442460427, 167, 7507
31, -335.11331856250763, 304, 0.9417079539575507, 167, 7810
32, -100.61228638887405, 93, 0.9398245380496356, 167, 7902
33, -232.99040362238884, 275, 0.9379448889735363, 167, 8176
34, 42.53552943468094, 61, 0.9360689991955893, 167, 8236
35, -108.25510797463357, 307, 0.9341968611971981, 167, 8542
36, -84.4702815413475, 71, 0.9323284674748037, 167, 8612
37, 45.9358031116426, 94, 0.930463810539854, 167, 8705
38, -69.65284413099289, 77, 0.9286028829187744, 167, 8781
39, -152.8401057003066, 174, 0.9267456771529368, 167, 8954
40, -238.87776978011243, 220, 0.9248921857986309, 167, 9173
41, -81.59792705345535, 203, 0.9230424014270336, 167, 9375
42, -172.99300232552923, 193, 0.9211963166241796, 167, 9567
43, -96.56462877988815, 93, 0.9193539239909312, 167, 9659
44, -364.28625732753426, 343, 0.9175152161429493, 167, 10001
45, -101.71095846500248, 130, 0.9156801857106633, 167, 10130
46, -91.20113337459043, 214, 0.913848825339242, 167, 10343
47, -86.96830397844315, 77, 0.9120211276885636, 167, 10419
48, -157.54222415946424, 352, 0.9101970854331864, 167, 10770
49, -124.44446796178818, 116, 0.9083766912623201, 167, 10885
50, -105.22930639982224, 95, 0.9065599378797955, 167, 10979
51, -54.239230148959905, 86, 0.9047468180040359, 167, 11064
52, -197.41520822048187, 153, 0.9029373243680279, 167, 11216
53, -59.628841238096356, 104, 0.9011314497192918, 167, 11319
54, -56.6750012524426, 104, 0.8993291868198532, 167, 11422
55, -64.58752540498972, 84, 0.8975305284462135, 167, 11505
56, -102.08047194313258, 107, 0.8957354673893211, 167, 11611
57, -142.72950711846352, 170, 0.8939439964545425, 167, 11780
58, 13.813128978013992, 16, 0.8921561084616334, 167, 11795
59, -25.743895984487608, 147, 0.8903717962447101, 167, 11941
60, 31.399125590454787, 191, 0.8885910526522206, 167, 12131
61, -127.92369619989768, 255, 0.8868138705469162, 167, 12385
62, -144.50948116835207, 204, 0.8850402428058224, 167, 12588
63, -101.56804662942886, 94, 0.8832701623202107, 167, 12681
64, -213.30412137228996, 203, 0.8815036219955703, 167, 12883
65, -187.69503039121628, 168, 0.8797406147515792, 167, 13050
66, -301.57439810037613, 243, 0.877981133522076, 167, 13292
67, -15.855686246417463, 102, 0.8762251712550319, 167, 13393
68, -313.0419161214959, 361, 0.8744727209125218, 167, 13753
69, -136.5166854262352, 101, 0.8727237754706968, 167, 13853
70, -271.6852234634571, 288, 0.8709783279197554, 167, 14140
71, -84.47922986745834, 93, 0.8692363712639158, 167, 14232
72, -40.09137813746929, 90, 0.867497898521388, 167, 14321
73, -51.18943870207295, 103, 0.8657629027243453, 167, 14423
74, -68.11896105762571, 175, 0.8640313769188966, 167, 14597
75, -147.40267009078525, 200, 0.8623033141650589, 167, 14796
76, -364.6283401250839, 326, 0.8605787075367288, 167, 15121
77, -188.4352819621563, 208, 0.8588575501216553, 167, 15328
78, 12.1163897854276, 84, 0.857139835021412, 167, 15411
79, -47.34861975722015, 87, 0.8554255553513692, 167, 15497
80, -283.65116242319345, 461, 0.8537147042406664, 167, 15957
81, -323.76575969328405, 365, 0.8520072748321851, 167, 16321
82, -187.04466599225998, 185, 0.8503032602825207, 167, 16505
83, -170.2761299610138, 187, 0.8486026537619556, 167, 16691
84, -76.70947709679604, 140, 0.8469054484544317, 167, 16830
85, -295.45495308644604, 362, 0.8452116375575228, 167, 17191
86, 32.588219452649355, 57, 0.8435212142824078, 167, 17247
87, -43.03253999352455, 58, 0.841834171853843, 167, 17304
88, -175.3640761744091, 235, 0.8401505035101353, 167, 17538
89, -198.53799068927765, 182, 0.838470202503115, 167, 17719
90, -171.97376378648914, 180, 0.8367932620981088, 167, 17898
91, -190.11339622735977, 144, 0.8351196755739125, 167, 18041
92, -152.61123833060265, 158, 0.8334494362227647, 167, 18198
93, -182.7312604188919, 161, 0.8317825373503192, 167, 18358
94, -94.70890890061855, 83, 0.8301189722756185, 167, 18440
95, -69.41734754212666, 195, 0.8284587343310672, 167, 18634
96, -207.8044869620353, 225, 0.8268018168624051, 167, 18858
97, -80.94590576039627, 229, 0.8251482132286803, 167, 19086
98, -121.97961127758026, 115, 0.823497916802223, 167, 19200
99, -183.75013104081154, 190, 0.8218509209686186, 167, 19389
100, -261.25496503326576, 403, 0.8202072191266814, 167, 19791
101, -271.3643124504015, 337, 0.818566804688428, 167, 20127
102, -122.59990648552775, 214, 0.8169296710790511, 167, 20340
103, -108.93355940654874, 150, 0.815295811736893, 167, 20489
104, -157.4137844890356, 154, 0.8136652201134192, 167, 20642
105, 27.71778646390885, 130, 0.8120378896731923, 167, 20771
106, 12.383607849478722, 18, 0.8104138138938459, 167, 20788
107, -129.73389728786424, 175, 0.8087929862660582, 167, 20962
108, -120.0698857770767, 163, 0.8071754002935261, 167, 21124
109, -186.71787343360484, 201, 0.805561049492939, 167, 21324
110, -267.4616215825081, 219, 0.8039499273939532, 167, 21542
111, -333.9511428643018, 337, 0.8023420275391653, 167, 21878
112, 30.59138776466716, 149, 0.800737343484087, 167, 22026
113, -170.15758561948314, 211, 0.7991358687971188, 167, 22236
114, -12.617803677916527, 128, 0.7975375970595246, 167, 22363
115, -214.59669095184654, 255, 0.7959425218654056, 167, 22617
116, -93.61658109095879, 196, 0.7943506368216747, 167, 22812
117, -111.18372762203217, 107, 0.7927619355480314, 167, 22918
118, 11.187831105315126, 153, 0.7911764116769353, 167, 23070
119, -80.15064017893746, 371, 0.7895940588535815, 167, 23440
120, -30.113920336589217, 108, 0.7880148707358743, 167, 23547
121, -105.70049116015434, 121, 0.7864388409944025, 167, 23667
122, -67.6526086628437, 91, 0.7848659633124138, 167, 23757
123, -4.850977391703054, 79, 0.783296231385789, 167, 23835
124, 28.746958199772052, 85, 0.7817296389230174, 167, 23919
125, -53.4143954962492, 88, 0.7801661796451713, 167, 24006
126, 17.048883805051446, 39, 0.778605847285881, 167, 24044
127, -154.58286565821618, 160, 0.7770486355913092, 167, 24203
128, -202.5300590135157, 209, 0.7754945383201266, 167, 24411
129, -119.91493452060968, 259, 0.7739435492434863, 167, 24669
130, -41.32829913799651, 118, 0.7723956621449993, 167, 24786
131, -6.624408441595733, 188, 0.7708508708207094, 167, 24973
133, -109.30889584124088, 278, 0.7677705507409098, 167, 25250
134, -82.0411137342453, 79, 0.766235009639428, 167, 25328
135, -78.43468762934208, 208, 0.7647025396201492, 167, 25535
136, -247.3972768326057, 372, 0.763173134540909, 167, 25906
137, 18.170085966587067, 21, 0.7616467882718272, 167, 25926
138, -72.45802158117294, 64, 0.7601234946952835, 167, 25989
139, -326.73092089314014, 414, 0.7586032477058929, 167, 26402
140, -51.27763915807009, 247, 0.7570860412104812, 167, 26648
141, -151.13600449450314, 154, 0.7555718691280602, 167, 26801
142, -148.02675372362137, 141, 0.7540607253898041, 167, 26941
143, -293.2728812098503, 218, 0.7525526039390245, 167, 27158
144, -102.96288024261594, 124, 0.7510474987311464, 167, 27281
145, -41.62413241434842, 129, 0.7495454037336841, 167, 27409
146, -71.46192764490843, 103, 0.7480463129262167, 167, 27511
147, -269.5473541766405, 326, 0.7465502203003642, 167, 27836
148, -144.45861036190763, 250, 0.7450571198597635, 167, 28085
149, -124.79777000239119, 281, 0.743567005620044, 167, 28365
150, 28.784804102033377, 83, 0.7420798716088038, 167, 28447
151, -318.9289070093073, 331, 0.7405957118655863, 167, 28777
152, -81.7582288980484, 73, 0.7391145204418551, 167, 28849
153, -15.478239223361015, 117, 0.7376362914009714, 167, 28965
154, -26.71105633676052, 115, 0.7361610188181695, 167, 29079
155, 20.410946608288214, 64, 0.7346886967805332, 167, 29142
156, -122.13626730442047, 90, 0.733219319386972, 167, 29231
