episode, reward, duration, n_steps, epsilon, success_count, memory length, avg_critic_loss, avg_actor_loss
5601, 5751.854472190142, 2.455808401107788, 113, 0.04996170339735633, 0, 100000, 20.51134490966797, -104551.203125
5602, -3576.15259600617, 2.9713714122772217, 145, 0.04996170339735633, 0, 100000, 17.646133422851562, -103923.3515625
5603, -3970.370261784643, 9.155804872512817, 464, 0.04996170339735633, 0, 100000, 19.63181495666504, -104400.8984375
5604, 4944.5539025450125, 10.410381317138672, 521, 0.04996170339735633, 0, 100000, 19.12862777709961, -103287.5859375
5605, -3557.647065937519, 2.2704896926879883, 109, 0.04996170339735633, 0, 100000, 19.428848266601562, -102887.390625
5606, 4197.563563442323, 13.954360485076904, 720, 0.04996170339735633, 0, 100000, 19.233673095703125, -103805.640625
5607, -5489.784639185062, 13.286733388900757, 675, 0.04996170339735633, 0, 100000, 19.144535064697266, -102575.0546875
5608, 4661.380182470661, 13.028659343719482, 635, 0.04996170339735633, 0, 100000, 19.780555725097656, -102461.6484375
5609, -3981.635245077312, 5.0864832401275635, 246, 0.04996170339735633, 0, 100000, 19.000139236450195, -102275.6953125
5610, 4809.48659830587, 14.333205461502075, 700, 0.04996170339735633, 0, 100000, 19.650054931640625, -101955.1171875
5611, -4489.6243431940675, 8.433416843414307, 424, 0.04996170339735633, 0, 100000, 19.094890594482422, -101875.6328125
5612, 5251.6377714769915, 6.884312152862549, 334, 0.04996170339735633, 0, 100000, 19.74350357055664, -100278.1640625
5613, -4174.712840253487, 9.433983564376831, 466, 0.04996170339735633, 0, 100000, 18.675329208374023, -100495.296875
5614, 5404.772161372006, 6.542932748794556, 328, 0.04996170339735633, 0, 100000, 18.460063934326172, -99337.578125
5615, -6097.59207419306, 13.65374493598938, 679, 0.04996170339735633, 0, 100000, 19.883312225341797, -99201.8984375
5616, -4180.946120923385, 9.00054121017456, 458, 0.04996170339735633, 0, 100000, 19.72002601623535, -98159.125
5617, 5301.585488530807, 7.085889577865601, 351, 0.04996170339735633, 0, 100000, 19.46742820739746, -97630.9609375
5618, -6586.388791540172, 22.686549186706543, 1141, 0.04996170339735633, 0, 100000, 19.08600616455078, -97312.4375
5619, 4642.315226802602, 14.440941572189331, 804, 0.04996170339735633, 0, 100000, 19.119911193847656, -95402.71875
5620, -6648.68071704061, 17.275302171707153, 975, 0.04996170339735633, 0, 100000, 19.091413497924805, -93958.546875
5621, -8343.417973767966, 15.392505645751953, 875, 0.04996170339735633, 0, 100000, 19.348783493041992, -93476.2421875
5622, -3600.8460447131656, 5.02022123336792, 273, 0.04996170339735633, 0, 100000, 20.023406982421875, -92277.9453125
5623, -3655.1728584244847, 2.9194414615631104, 156, 0.04996170339735633, 0, 100000, 18.29878807067871, -90934.5234375
5624, 4723.347814552952, 13.449778079986572, 768, 0.04996170339735633, 0, 100000, 19.150175094604492, -91499.6953125
5625, -4969.886139536509, 14.958009243011475, 862, 0.04996170339735633, 0, 100000, 18.93994903564453, -90840.3046875
5626, 4984.66214698297, 9.63547682762146, 542, 0.04996170339735633, 0, 100000, 19.09861183166504, -90170.140625
5627, -5185.430908739567, 8.494596242904663, 468, 0.04996170339735633, 0, 100000, 20.14975357055664, -89743.75
5628, -4184.446849654429, 7.893384218215942, 431, 0.04996170339735633, 0, 100000, 19.6136474609375, -88375.921875
5629, -3876.676530012861, 5.237987518310547, 274, 0.04996170339735633, 0, 100000, 19.104290008544922, -86966.0390625
5630, 5189.286614406621, 9.26815676689148, 507, 0.04996170339735633, 0, 100000, 19.420568466186523, -86965.0859375
5631, -4639.50656287434, 11.679657220840454, 652, 0.04996170339735633, 0, 100000, 18.937294006347656, -86968.4765625
5632, 4760.49474401772, 11.8275887966156, 669, 0.04996170339735633, 0, 100000, 18.89047622680664, -86637.109375
5633, -5630.65752503369, 19.578258275985718, 1124, 0.04996170339735633, 0, 100000, 19.531803131103516, -85353.90625
5634, -4556.609600981814, 9.752142429351807, 561, 0.04996170339735633, 0, 100000, 18.755001068115234, -83981.2421875
5635, -4728.463945981115, 13.417961359024048, 749, 0.04996170339735633, 0, 100000, 19.650691986083984, -83318.75
5636, 5353.633536949754, 5.824198007583618, 321, 0.04996170339735633, 0, 100000, 19.178918838500977, -83299.84375
5637, 4130.045694401604, 14.589072942733765, 797, 0.04996170339735633, 0, 100000, 19.05538558959961, -82331.125
5638, 4365.415296709165, 14.736345529556274, 842, 0.04996170339735633, 0, 100000, 19.55137825012207, -81388.75
5639, -4686.160766547546, 9.557268857955933, 536, 0.04996170339735633, 0, 100000, 19.008079528808594, -80639.3515625
5640, 5482.793548896909, 6.262171030044556, 342, 0.04996170339735633, 0, 100000, 19.208091735839844, -79272.734375
5641, -5756.59638168104, 9.46333646774292, 511, 0.04996170339735633, 0, 100000, 19.6118106842041, -79588.328125
5642, -7987.39131535776, 43.02270269393921, 2498, 0.04996170339735633, 0, 100000, 19.467910766601562, -77625.171875
5643, 1871.6451204158366, 18.333043575286865, 1061, 0.04996170339735633, 0, 100000, 18.87828826904297, -74592.015625
5644, -4339.91895712167, 9.567348718643188, 508, 0.04996170339735633, 0, 100000, 19.529251098632812, -74209.546875
5645, 5360.915055287071, 6.926171064376831, 350, 0.04996170339735633, 0, 100000, 20.442691802978516, -73516.984375
5646, 4482.491998645011, 16.310522317886353, 875, 0.04996170339735633, 0, 100000, 18.898984909057617, -72376.9765625
5647, -4660.502185068093, 12.523487329483032, 684, 0.04996170339735633, 0, 100000, 19.08906364440918, -71918.453125
5648, -4187.8029902130365, 9.892735004425049, 522, 0.04996170339735633, 0, 100000, 18.655670166015625, -71216.203125
5649, -3963.8729562312365, 7.165189743041992, 376, 0.04996170339735633, 0, 100000, 18.6147403717041, -70502.03125
5650, -3548.9615185819566, 5.014470100402832, 261, 0.04996170339735633, 0, 100000, 18.78607177734375, -69785.453125
5651, -3941.413684452884, 7.162936210632324, 368, 0.04996170339735633, 0, 100000, 18.925371170043945, -69447.046875
5652, 5669.2075725509785, 4.075905799865723, 219, 0.04996170339735633, 0, 100000, 18.62432289123535, -69368.5859375
5653, -3373.220160730183, 1.9749164581298828, 93, 0.04996170339735633, 0, 100000, 19.012605667114258, -68546.6484375
5654, 5411.557738408446, 6.254823684692383, 331, 0.04996170339735633, 0, 100000, 19.815156936645508, -69395.3203125
5655, -7750.645769760013, 19.97643780708313, 1117, 0.04996170339735633, 0, 100000, 18.93123435974121, -68375.9921875
5656, -4303.646566509502, 11.121479272842407, 620, 0.04996170339735633, 0, 100000, 18.679105758666992, -66669.5390625
5657, 4745.547947314568, 13.46756386756897, 728, 0.04996170339735633, 0, 100000, 18.89320182800293, -66555.140625
5658, -4761.678594301979, 12.491544961929321, 681, 0.04996170339735633, 0, 100000, 19.101184844970703, -65575.6328125
5659, -3610.1368508785963, 2.930210828781128, 147, 0.04996170339735633, 0, 100000, 19.451417922973633, -64940.35546875
5660, 4695.549368872074, 13.133798599243164, 715, 0.04996170339735633, 0, 100000, 18.70043182373047, -65006.94140625
5661, -4417.057739597047, 7.779097080230713, 425, 0.04996170339735633, 0, 100000, 19.183860778808594, -64428.71484375
5662, -4713.126549836248, 8.065767526626587, 439, 0.04996170339735633, 0, 100000, 18.660926818847656, -64580.84765625
5663, 4705.440711457282, 9.868067979812622, 537, 0.04996170339735633, 0, 100000, 20.0703182220459, -64593.265625
5664, -3998.620084360242, 5.171040296554565, 279, 0.04996170339735633, 0, 100000, 20.127458572387695, -64197.32421875
5665, 5668.110508598504, 4.004388093948364, 208, 0.04996170339735633, 0, 100000, 20.584409713745117, -63759.16015625
5666, -6197.706434424501, 19.171019554138184, 1035, 0.04996170339735633, 0, 100000, 19.593822479248047, -63493.5859375
5667, -3539.7079618126154, 2.809332847595215, 156, 0.04996170339735633, 0, 100000, 19.53218650817871, -61457.83203125
5668, -4520.727857556194, 10.977304220199585, 590, 0.04996170339735633, 0, 100000, 18.848934173583984, -61953.1875
5669, 5339.708362236619, 5.990023374557495, 326, 0.04996170339735633, 0, 100000, 19.215290069580078, -62251.9921875
5670, 4302.632531265728, 11.985876560211182, 647, 0.04996170339735633, 0, 100000, 18.68234634399414, -61358.21875
5671, -6167.490190625191, 8.601574420928955, 458, 0.04996170339735633, 0, 100000, 18.947391510009766, -61537.58984375
5672, 4150.5346194803715, 13.267287254333496, 731, 0.04996170339735633, 0, 100000, 19.3198184967041, -60616.546875
5673, -4924.469351911917, 11.828011989593506, 657, 0.04996170339735633, 0, 100000, 19.296810150146484, -60305.37109375
5674, -4431.026438499801, 7.908625841140747, 428, 0.04996170339735633, 0, 100000, 19.591066360473633, -59076.125
5675, -3792.9070378653705, 3.2413008213043213, 172, 0.04996170339735633, 0, 100000, 18.34333610534668, -58925.5703125
5676, -4242.447597292252, 9.465008974075317, 509, 0.04996170339735633, 0, 100000, 19.386451721191406, -58862.95703125
5677, -5541.398931436939, 10.867066860198975, 597, 0.04996170339735633, 0, 100000, 19.31273651123047, -58083.41015625
5678, -4820.920633593574, 9.051216840744019, 492, 0.04996170339735633, 0, 100000, 19.184175491333008, -57155.5234375
5679, -3759.9972893819213, 3.534085273742676, 188, 0.04996170339735633, 0, 100000, 18.986398696899414, -56548.3046875
5680, -4897.558572806418, 12.437029361724854, 662, 0.04996170339735633, 0, 100000, 19.297611236572266, -56204.66015625
5681, 5531.400032016914, 5.544179439544678, 299, 0.04996170339735633, 0, 100000, 19.198137283325195, -55440.38671875
5682, -3733.1855031996965, 4.567296266555786, 240, 0.04996170339735633, 0, 100000, 19.38260841369629, -55688.86328125
5683, 5089.104191081598, 9.61699104309082, 514, 0.04996170339735633, 0, 100000, 19.376079559326172, -55892.58984375
5684, 3697.8328563203104, 20.626367807388306, 1144, 0.04996170339735633, 0, 100000, 19.252593994140625, -55761.79296875
5685, 3772.671234729525, 16.429906845092773, 928, 0.04996170339735633, 0, 100000, 19.0311279296875, -55309.03515625
5686, 4384.9955202732235, 16.165958166122437, 908, 0.04996170339735633, 0, 100000, 19.116153717041016, -54628.69921875
5687, -4280.186242621392, 5.693187713623047, 301, 0.04996170339735633, 0, 100000, 19.982501983642578, -54457.75
5688, -4047.3818087187246, 8.118565559387207, 420, 0.04996170339735633, 0, 100000, 18.361896514892578, -53751.97265625
5689, 4409.958697834227, 9.921101331710815, 528, 0.04996170339735633, 0, 100000, 19.51939582824707, -53829.5546875
5690, -3951.026953438064, 5.2705981731414795, 285, 0.04996170339735633, 0, 100000, 18.118244171142578, -53338.41796875
5691, -3757.5234904140234, 4.972182989120483, 266, 0.04996170339735633, 0, 100000, 18.013261795043945, -52256.9140625
5692, -4161.073240655474, 7.764098405838013, 416, 0.04996170339735633, 0, 100000, 19.244741439819336, -52812.1796875
5693, -3859.411727293511, 7.0255632400512695, 374, 0.04996170339735633, 0, 100000, 18.90309715270996, -51987.21875
5694, 5390.742228313582, 5.980569124221802, 320, 0.04996170339735633, 0, 100000, 20.855012893676758, -52239.68359375
5695, 5138.427071765065, 8.988626718521118, 472, 0.04996170339735633, 0, 100000, 19.463762283325195, -51908.27734375
5696, 4647.926241585723, 8.319194078445435, 453, 0.04996170339735633, 0, 100000, 19.612483978271484, -51881.01171875
5697, -4228.839423397556, 7.305279493331909, 395, 0.04996170339735633, 0, 100000, 19.543724060058594, -51663.96875
5698, -3777.4365680364426, 5.135286092758179, 269, 0.04996170339735633, 0, 100000, 18.450353622436523, -50742.94140625
5699, 5124.036980992183, 9.672707319259644, 514, 0.04996170339735633, 0, 100000, 20.04987144470215, -50721.58203125
5700, -4481.622347481549, 7.627246379852295, 411, 0.04996170339735633, 0, 100000, 19.443723678588867, -50106.1953125
5701, -4052.2487382423133, 7.652783155441284, 408, 0.04996170339735633, 0, 100000, 19.782711029052734, -49923.671875
5702, 5253.9984833160415, 8.857066869735718, 474, 0.04996170339735633, 0, 100000, 18.949331283569336, -49232.61328125
5703, -4016.3252883111127, 6.315770626068115, 343, 0.04996170339735633, 0, 100000, 21.19119644165039, -48868.07421875
5704, -3793.151919655502, 5.250797271728516, 277, 0.04996170339735633, 0, 100000, 20.113059997558594, -49004.40625
5705, -3600.235220471397, 2.801734685897827, 145, 0.04996170339735633, 0, 100000, 23.107711791992188, -48463.1015625
5706, 5439.850839635357, 6.07289457321167, 320, 0.04996170339735633, 0, 100000, 19.398860931396484, -48365.328125
5707, -4280.907384479535, 11.44064736366272, 630, 0.04996170339735633, 0, 100000, 20.120174407958984, -48112.74609375
5708, -4321.008829943836, 7.293204307556152, 402, 0.04996170339735633, 0, 100000, 19.48175621032715, -47369.515625
5709, -3809.1679377350956, 6.59541130065918, 360, 0.04996170339735633, 0, 100000, 19.368410110473633, -47507.2890625
5710, 5415.809656411409, 5.6254003047943115, 297, 0.04996170339735633, 0, 100000, 19.212156295776367, -46815.6328125
5711, -4657.021628635004, 11.940665245056152, 634, 0.04996170339735633, 0, 100000, 19.469900131225586, -46929.2890625
5712, -7222.882548252121, 11.652364015579224, 645, 0.04996170339735633, 0, 100000, 19.046226501464844, -46005.5703125
5713, 5578.266957568005, 4.383267402648926, 233, 0.04996170339735633, 0, 100000, 18.163959503173828, -44713.3359375
5714, 5114.016282997967, 9.18317723274231, 490, 0.04996170339735633, 0, 100000, 19.723024368286133, -44882.29296875
5715, 4678.722373522818, 9.33522915840149, 499, 0.04996170339735633, 0, 100000, 20.550649642944336, -45030.3125
5716, -3818.923269867897, 3.560596227645874, 189, 0.04996170339735633, 0, 100000, 21.061098098754883, -44992.1640625
5717, -4309.539273101836, 8.43441104888916, 444, 0.04996170339735633, 0, 100000, 19.665538787841797, -44562.5234375
5718, -3909.022036228329, 5.206884860992432, 271, 0.04996170339735633, 0, 100000, 19.078147888183594, -44248.1484375
