episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -4075.1449621915817, 2, 20, 442, 454, 25454, 5.8353753089904785, 11.344847679138184
2, -4910.717504858971, 2, 24, 555, 1009, 26009, 5.619489669799805, 11.530028343200684
3, -3357.961241006851, 2, 14, 306, 1315, 26315, 5.985085487365723, 11.807000160217285
4, -3266.696843266487, 3, 11, 264, 1579, 26579, 6.009636402130127, 11.893887519836426
5, -4226.736200451851, 2, 18, 412, 1991, 26991, 5.8978800773620605, 12.014546394348145
6, -3137.013811826706, 3, 9, 210, 2201, 27201, 5.894499778747559, 12.151813507080078
7, -2547.0486501455307, 2, 6, 125, 2326, 27326, 5.981529235839844, 12.156747817993164
8, -5063.677774310112, 2, 24, 537, 2863, 27863, 5.962236404418945, 12.28550910949707
9, -3599.5249242782593, 2, 14, 313, 3176, 28176, 5.832632064819336, 12.538591384887695
10, -2886.51682806015, 3, 9, 208, 3384, 28384, 6.075649738311768, 12.63991928100586
11, -2555.9484281539917, 2, 9, 200, 3584, 28584, 6.102913856506348, 12.728189468383789
12, -3994.083506822586, 2, 13, 296, 3880, 28880, 6.346630573272705, 12.747567176818848
13, -2674.201316833496, 3, 9, 206, 4086, 29086, 6.1430277824401855, 12.856422424316406
14, -2588.4081621170044, 2, 5, 110, 4196, 29196, 5.91319465637207, 12.936680793762207
15, -3345.864970445633, 2, 14, 310, 4506, 29506, 6.071320533752441, 13.034655570983887
16, -4487.361695289612, 2, 18, 397, 4903, 29903, 5.986319065093994, 13.141461372375488
17, -2546.0390397310257, 3, 9, 201, 5104, 30104, 6.285128116607666, 13.267911911010742
18, -4906.65517115593, 2, 16, 355, 5459, 30459, 6.404173851013184, 13.376748085021973
19, -2612.0871322155, 3, 8, 189, 5648, 30648, 6.040958881378174, 13.450592994689941
20, -2742.1857566833496, 2, 5, 106, 5754, 30754, 5.595358848571777, 13.522632598876953
21, -2916.4617323875427, 2, 9, 198, 5952, 30952, 6.290283203125, 13.60590648651123
22, -4584.612210988998, 2, 23, 509, 6461, 31461, 6.20633602142334, 13.64462661743164
23, -2763.03391456604, 2, 9, 206, 6667, 31667, 5.694622039794922, 13.841904640197754
24, -2935.508218765259, 3, 9, 220, 6887, 31887, 6.0394792556762695, 13.890294075012207
25, -3118.760821580887, 2, 9, 212, 7099, 32099, 5.923603534698486, 13.90975284576416
26, -2450.564544916153, 3, 0, 196, 7295, 32295, 6.655393123626709, 14.026533126831055
27, -2960.6871378421783, 3, 9, 196, 7491, 32491, 6.028913974761963, 14.041740417480469
28, -2597.29332780838, 2, 4, 96, 7587, 32587, 6.633384704589844, 14.092716217041016
29, -3446.993239402771, 2, 13, 269, 7856, 32856, 6.304749011993408, 14.253758430480957
30, -3312.1419582366943, 2, 12, 265, 8121, 33121, 5.920467376708984, 14.300872802734375
31, -2472.8679827451706, 2, 4, 94, 8215, 33215, 6.510951042175293, 14.41082763671875
32, -3683.2371077537537, 2, 17, 375, 8590, 33590, 6.346827983856201, 14.470361709594727
33, -2547.6477345228195, 3, 8, 187, 8777, 33777, 6.630615234375, 14.543608665466309
34, -2764.251387834549, 3, 8, 191, 8968, 33968, 6.11407995223999, 14.567864418029785
35, -2621.904080927372, 3, 10, 225, 9193, 34193, 6.626521587371826, 14.66756820678711
36, -2446.4590396881104, 2, 5, 107, 9300, 34300, 6.722042083740234, 14.663212776184082
37, -3178.2887527942657, 2, 14, 309, 9609, 34609, 6.399360656738281, 14.762205123901367
38, -3165.7258913517, 2, 11, 232, 9841, 34841, 6.193581581115723, 14.798450469970703
39, -3016.4449537992477, 2, 13, 273, 10114, 35114, 6.348412036895752, 14.940873146057129
40, -2855.839445590973, 2, 18, 386, 10500, 35500, 6.637491703033447, 15.086894989013672
41, -2351.397674202919, 2, 5, 98, 10598, 35598, 6.432987213134766, 15.089933395385742
42, -2840.6029336452484, 2, 9, 196, 10794, 35794, 6.625185012817383, 15.109333038330078
43, -3032.73878711462, 2, 16, 338, 11132, 36132, 6.283595561981201, 15.221392631530762
44, -3439.7390530109406, 2, 11, 246, 11378, 36378, 6.373951435089111, 15.272285461425781
45, -2735.11738550663, 3, 10, 212, 11590, 36590, 6.533533096313477, 15.438833236694336
46, -5027.663845300674, 2, 22, 468, 12058, 37058, 6.972956657409668, 15.509234428405762
47, -3061.6180403232574, 2, 10, 222, 12280, 37280, 6.261542797088623, 15.671236991882324
48, -2746.7570037841797, 3, 9, 183, 12463, 37463, 6.518589496612549, 15.771728515625
49, -2956.887278318405, 2, 8, 190, 12653, 37653, 6.86478328704834, 15.789761543273926
50, -3034.6006568670273, 2, 11, 242, 12895, 37895, 6.627819061279297, 15.915531158447266
51, -2771.1671171188354, 2, 9, 204, 13099, 38099, 6.696882724761963, 15.997991561889648
52, -2343.371749341488, 2, 3, 82, 13181, 38181, 6.592104911804199, 16.098806381225586
53, -2610.6597685813904, 2, 5, 104, 13285, 38285, 6.318989276885986, 16.084400177001953
54, -2791.313620328903, 2, 7, 149, 13434, 38434, 7.091973781585693, 16.15128517150879
55, -2405.374964952469, 2, 4, 99, 13533, 38533, 6.560460090637207, 16.19342803955078
56, -3689.737592458725, 2, 14, 299, 13832, 38832, 6.802407741546631, 16.2493953704834
57, -2885.8999531269073, 2, 10, 209, 14041, 39041, 6.8446364402771, 16.317737579345703
58, -2608.9050015211105, 2, 9, 199, 14240, 39240, 7.157904624938965, 16.45730209350586
59, -3335.352735042572, 2, 20, 439, 14679, 39679, 6.82389497756958, 16.518627166748047
60, -3396.8777780532837, 2, 14, 291, 14970, 39970, 6.994236469268799, 16.663110733032227
61, -2753.6168265342712, 2, 7, 145, 15115, 40115, 6.819605827331543, 16.72557258605957
62, -3526.7057700157166, 2, 19, 415, 15530, 40530, 6.85263729095459, 16.826814651489258
63, -2744.672623157501, 2, 9, 212, 15742, 40742, 6.4031267166137695, 16.948972702026367
64, -2719.6840827465057, 2, 5, 122, 15864, 40864, 6.500362873077393, 16.962875366210938
65, -2404.849873304367, 2, 4, 106, 15970, 40970, 7.261722564697266, 17.070966720581055
66, 2331.7547698915005, 1, 8, 162, 16132, 41132, 6.896631240844727, 17.084936141967773
67, -2667.3304517269135, 2, -8, 110, 16242, 41242, 6.733006477355957, 17.179306030273438
68, 2398.8452526926994, 1, 3, 88, 16330, 41330, 7.199106216430664, 17.023725509643555
69, -3415.1332592964172, 2, 14, 285, 16615, 41615, 7.450196266174316, 17.191118240356445
70, -2915.0786011219025, 2, 13, 283, 16898, 41898, 7.273596286773682, 17.270627975463867
71, -2602.7137694358826, 2, 5, 109, 17007, 42007, 6.9026994705200195, 17.299898147583008
72, -2446.260387659073, 2, 5, 113, 17120, 42120, 6.317331314086914, 17.384376525878906
73, -2394.135850429535, 2, 0, 101, 17221, 42221, 7.108484745025635, 17.4605712890625
74, -3260.010271668434, 2, 11, 231, 17452, 42452, 7.154744625091553, 17.50925064086914
75, -2607.5527530908585, 2, 6, 136, 17588, 42588, 6.5968708992004395, 17.50959587097168
76, 2409.5182289779186, 1, 3, 84, 17672, 42672, 7.140519142150879, 17.517578125
