episode, reward, success, duration, n_steps, success_count, memory length, avg_critic_loss, avg_actor_loss
1, 979.477201461792, True, 0.010771989822387695, 3, 0, 2, 0.0, 0.0
2, -1431.0207360982895, False, 0.9170429706573486, 497, 0, 498, 0.0, 0.0
3, -940.8060373812914, False, 26.23262643814087, 497, 0, 994, 1.7303670644760132, 1415.2142333984375
4, -1391.4855231046677, False, 12.482864141464233, 227, 0, 1220, 0.92030268907547, 1552.1151123046875
5, -1296.060765862465, False, 12.471763849258423, 228, 0, 1447, 1.2691192626953125, 1791.2835693359375
6, -1697.6696252822876, False, 19.633834838867188, 350, 0, 1796, 1.5760219097137451, 2012.0601806640625
7, -1077.6188350319862, False, 15.388643264770508, 280, 0, 2075, 1.752076268196106, 2114.838134765625
8, -2068.8790180683136, False, 26.863839864730835, 488, 0, 2562, 1.6522839069366455, 2164.93310546875
9, -1095.1738595366478, False, 12.31081485748291, 222, 0, 2783, 1.81894850730896, 2342.95849609375
10, -1228.039259672165, False, 10.036455392837524, 180, 0, 2962, 1.7950634956359863, 2424.241943359375
11, -1174.2502159774303, False, 22.12985348701477, 399, 0, 3360, 1.875811219215393, 2487.1240234375
12, -1643.5446144342422, False, 23.524332761764526, 418, 0, 3777, 1.7553027868270874, 2652.636962890625
13, -810.634786978364, False, 13.35377287864685, 237, 0, 4013, 1.879899263381958, 2781.135498046875
14, -736.6071833223104, False, 27.514545440673828, 497, 0, 4509, 3.577875852584839, 1816.5333251953125
15, -719.809177801013, False, 29.559144020080566, 497, 0, 5005, 5.189560890197754, -240.13311767578125
16, -996.9006695896387, False, 15.304002285003662, 280, 0, 5284, 4.370968818664551, -161.6198272705078
17, -610.1546058654785, False, 27.823256492614746, 497, 0, 5780, 3.8448004722595215, -107.44895935058594
18, -1147.630649536848, False, 17.04546070098877, 309, 0, 6088, 3.4174137115478516, -528.5623779296875
19, -1565.298845499754, False, 23.453503608703613, 422, 0, 6509, 3.118921995162964, -319.8572692871094
20, -1132.7000726759434, False, 16.522955179214478, 302, 0, 6810, 2.775299310684204, 17.805131912231445
21, -1043.0279671102762, False, 14.288002967834473, 255, 0, 7064, 2.666703939437866, 145.36891174316406
22, -905.2906949818134, False, 27.69681668281555, 497, 0, 7560, 2.4637019634246826, 500.8878173828125
23, -802.0357710644603, False, 27.417874336242676, 497, 0, 8056, 2.1999380588531494, 726.9312744140625
24, -1107.4351936131716, False, 16.70218825340271, 285, 0, 8340, 2.055968999862671, 1061.839111328125
25, -1451.242433488369, False, 24.107290744781494, 430, 0, 8769, 1.8643101453781128, 1255.635498046875
26, -897.4935271590948, False, 9.086945295333862, 164, 0, 8932, 2.002633810043335, 1421.8504638671875
27, -697.0839868485928, False, 28.199615001678467, 497, 0, 9428, 1.9836289882659912, 1644.22607421875
28, -1471.0225024223328, False, 15.835444450378418, 280, 0, 9707, 1.8059570789337158, 1923.776123046875
29, -1417.886213183403, False, 14.117947340011597, 252, 0, 9958, 1.8104686737060547, 2102.872802734375
30, -1091.4089591354132, False, 17.31744074821472, 305, 0, 10262, 1.7687125205993652, 2292.572021484375
31, -1431.8436027020216, False, 22.877370834350586, 407, 0, 10668, 1.9481040239334106, 2258.111572265625
32, -887.9080789238214, False, 30.04283595085144, 497, 0, 11164, 1.817175269126892, 2271.63720703125
33, -979.738348737359, False, 27.704267740249634, 497, 0, 11660, 1.8541675806045532, 2096.180908203125
34, -1131.64509819448, False, 16.535076379776, 297, 0, 11956, 1.813298225402832, 2122.012939453125
35, -1505.3543028086424, False, 26.49226474761963, 471, 0, 12426, 1.8216139078140259, 2126.54296875
36, -914.5653442144394, False, 9.398256301879883, 168, 0, 12593, 1.8691717386245728, 2181.3134765625
37, -964.08311393857, False, 13.142144680023193, 232, 0, 12824, 1.847055196762085, 2253.31787109375
38, -1161.1347665637732, False, 20.781208753585815, 371, 0, 13194, 1.8416223526000977, 2418.87255859375
39, -1273.5329983532429, False, 21.64310646057129, 363, 0, 13556, 1.8465673923492432, 2400.343994140625
40, -1540.958651572466, False, 25.469273328781128, 448, 0, 14003, 1.957748293876648, 2319.005615234375
41, -1200.162275493145, False, 19.122843265533447, 339, 0, 14341, 1.78519868850708, 2405.840087890625
42, -896.4711208045483, False, 8.516010284423828, 151, 0, 14491, 1.699661135673523, 2475.359130859375
43, -840.3531851023436, False, 28.00887680053711, 497, 0, 14987, 1.9898109436035156, 2425.2490234375
44, -957.6551406085491, False, 13.424525499343872, 241, 0, 15227, 1.9246115684509277, 2430.952880859375
45, -780.3087000846863, False, 28.961771726608276, 497, 0, 15723, 1.9492748975753784, 2400.02783203125
46, -1094.3032346144319, False, 17.122493028640747, 284, 0, 16006, 2.0010228157043457, 2550.28662109375
47, -845.4048089832067, False, 8.960205793380737, 209, 0, 16214, 1.8471698760986328, 2591.533203125
48, -1086.740891084075, False, 15.403411149978638, 351, 0, 16564, 1.970872163772583, 2689.36865234375
49, -668.7805366367102, False, 21.701672077178955, 497, 0, 17060, 1.8711259365081787, 2695.506591796875
50, -1129.3679330945015, False, 13.47723388671875, 305, 0, 17364, 1.9040966033935547, 2560.0146484375
51, -1089.3984785825014, False, 11.723242998123169, 266, 0, 17629, 1.6807602643966675, 2545.67919921875
52, -1214.500532656908, False, 18.045793533325195, 415, 0, 18043, 1.8862550258636475, 2685.144287109375
53, -1091.370321109891, False, 15.526418685913086, 355, 0, 18397, 1.8806408643722534, 2775.36279296875
54, -610.6275372505188, False, 21.798441886901855, 497, 0, 18893, 1.8046053647994995, 2788.0419921875
55, -1175.1808780878782, False, 17.073673009872437, 390, 0, 19282, 1.7319576740264893, 2879.83984375
56, -941.7096489816904, False, 8.477826833724976, 193, 0, 19474, 1.8951106071472168, 2892.784912109375
57, -1034.7066042721272, False, 13.839425563812256, 321, 0, 19794, 1.7460225820541382, 2969.807373046875
58, -1531.6602500677109, False, 21.120837450027466, 457, 0, 20250, 1.8198118209838867, 3073.4970703125
59, -1395.5091848373413, False, 15.625446081161499, 331, 0, 20580, 1.8353781700134277, 3116.83056640625
60, -1229.725187599659, False, 20.919939517974854, 478, 0, 21057, 1.8508158922195435, 3215.990966796875
61, -702.7899556308985, False, 21.579763650894165, 497, 0, 21553, 1.8201184272766113, 3269.666015625
62, -1279.9241003245115, False, 18.07646369934082, 418, 0, 21970, 1.8614000082015991, 3365.7275390625
63, -1166.4345260113478, False, 16.744263648986816, 386, 0, 22355, 1.8168646097183228, 3431.945556640625
64, -1567.4790855646133, False, 21.516839265823364, 491, 0, 22845, 1.8236818313598633, 3421.5400390625
65, -1044.13080085814, False, 13.298486948013306, 303, 0, 23147, 1.8686805963516235, 3484.148193359375
66, -950.1614021658897, False, 21.748348712921143, 497, 0, 23643, 1.7254852056503296, 3478.983154296875
67, -1601.8233766555786, False, 21.29444432258606, 487, 0, 24129, 1.9398113489151, 3566.197998046875
68, -875.4101823419333, False, 21.662052869796753, 497, 0, 24625, 1.809054970741272, 3604.428466796875
69, -1222.2128911614418, False, 16.47025227546692, 378, 0, 25002, 1.6903632879257202, 3706.679443359375
70, -1378.0047084838152, False, 21.424499988555908, 491, 0, 25492, 1.6262699365615845, 3730.830078125
71, -1683.2714562118053, False, 21.071521282196045, 481, 0, 25972, 1.7419801950454712, 3723.546142578125
72, -1103.9985076487064, False, 13.385622262954712, 310, 0, 26281, 1.7964099645614624, 3770.00048828125
73, -513.5675371140242, False, 21.716668605804443, 497, 0, 26777, 1.6846436262130737, 3863.15966796875
74, -680.259994328022, False, 21.661251068115234, 497, 0, 27273, 1.7528979778289795, 3921.053955078125
75, -1074.8389048725367, False, 12.249386310577393, 281, 0, 27553, 1.5761014223098755, 3973.797119140625
76, -1167.4861825704575, False, 15.604521751403809, 357, 0, 27909, 1.5079368352890015, 4026.430908203125
77, -731.0259214639664, False, 21.955576419830322, 497, 0, 28405, 1.6799532175064087, 4091.586181640625
78, -1504.7621808946133, False, 16.986917734146118, 395, 0, 28799, 1.5462697744369507, 4139.39501953125
79, -1157.3378520011902, False, 15.504169940948486, 359, 0, 29157, 1.5663936138153076, 4188.2138671875
80, -838.0126447379589, False, 21.7414128780365, 497, 0, 29653, 1.5180574655532837, 4236.76513671875
81, -1237.7794308066368, False, 19.608178853988647, 451, 0, 30103, 1.5946362018585205, 4306.58154296875
82, -1220.5872203856707, False, 15.494076013565063, 357, 0, 30459, 1.5013458728790283, 4329.26953125
83, -1199.184173539281, False, 17.107112169265747, 395, 0, 30853, 1.6720398664474487, 4345.34326171875
