episode, reward, success, duration, n_steps, memory length, avg_critic_loss, avg_actor_loss
1, -2960.2564022075385, 2, 2.75318759899983, 158, 25208, 0.05867651477456093, 0.2498435229063034
2, -4066.5142896175385, 2, 5.5660351810001885, 322, 25530, 0.07176576554775238, 0.2509006857872009
3, 2563.083080947399, 1, 1.5547749810002642, 89, 25619, 0.0914468988776207, 0.25988930463790894
4, -2739.6008944511414, 2, 1.3965977469997597, 81, 25700, 0.08505760133266449, 0.25525814294815063
5, -2900.837924718857, 2, 2.1841334619994086, 127, 25827, 0.07758061587810516, 0.25460419058799744
6, -4468.453692913055, 2, 5.326869104999787, 311, 26138, 0.07079055905342102, 0.2598135769367218
7, -3932.281200170517, 2, 4.805973549000555, 278, 26416, 0.07598461210727692, 0.26657432317733765
8, -3690.8359982967377, 2, 5.33752933300002, 313, 26729, 0.06945835798978806, 0.2662632465362549
9, -2926.126136779785, 2, 2.1926380249997237, 128, 26857, 0.06776779890060425, 0.2689012289047241
10, -3009.2780933380127, 2, 2.132937458000015, 123, 26980, 0.06239095330238342, 0.2751302123069763
11, -3137.5231077075005, 2, 5.452090980999856, 318, 27298, 0.06680808961391449, 0.27539530396461487
12, -3439.057997941971, 2, 5.1406316550001065, 300, 27598, 0.07250151038169861, 0.2797776758670807
13, -3182.8199191093445, 2, 2.7552015439996467, 160, 27758, 0.07144497334957123, 0.2842002511024475
14, -2951.558015315328, 2, 4.455075312999725, 259, 28017, 0.07249611616134644, 0.28859609365463257
15, -2295.630362033844, 2, 2.1234789180007283, 124, 28141, 0.08600544184446335, 0.28969606757164
16, -2329.876452912111, 2, 1.9609540320007, 114, 28255, 0.07585518807172775, 0.28832539916038513
17, -6159.273667931557, 2, 7.0877704099993935, 413, 28668, 0.07166119664907455, 0.2921120822429657
18, -4665.978771882597, 2, 7.029335932999857, 410, 29078, 0.06779696047306061, 0.29827532172203064
19, -3034.59934425354, 2, 2.093362430000525, 121, 29199, 0.06835012137889862, 0.3052675127983093
20, -2925.513321876526, 2, 2.7089827439995133, 154, 29353, 0.07740622013807297, 0.3049751818180084
21, -3136.663125872612, 2, 4.98739473599926, 283, 29636, 0.07610396295785904, 0.3087567090988159
22, 2740.1604845053516, 1, 1.6586814180000147, 97, 29733, 0.07211075723171234, 0.31184887886047363
23, -3469.062416791916, 2, 4.21789175899994, 248, 29981, 0.07538820803165436, 0.3127070367336273
24, -2851.5675731208175, 2, 2.1928078680002727, 129, 30110, 0.08384057879447937, 0.31317609548568726
25, -2860.973397731781, 2, 2.521566236000581, 150, 30260, 0.07751746475696564, 0.3129100501537323
26, -2893.1710801124573, 2, 2.6707020969997757, 159, 30419, 0.07102097570896149, 0.3146558105945587
27, -2208.115467524156, 2, 2.545164035000198, 152, 30571, 0.07700584083795547, 0.3165988028049469
28, -2889.1224264409393, 3, 3.199806919999901, 189, 30760, 0.08193600922822952, 0.3152119815349579
29, -4378.894214178901, 2, 13.853135345000737, 799, 31559, 0.07184319943189621, 0.32136499881744385
30, -2216.9767875163816, 2, 2.647368992000338, 154, 31713, 0.07114386558532715, 0.32183587551116943
31, -2945.879487991333, 2, 2.109830630000033, 122, 31835, 0.08543609827756882, 0.32264643907546997
32, 2579.1862822435796, 1, 1.5638370100004977, 90, 31925, 0.05579829588532448, 0.3253447115421295
33, -3242.7531344890594, 2, 5.234110823999799, 301, 32226, 0.07246986776590347, 0.32681024074554443
34, -3614.3166994452477, 2, 4.9247443110007225, 281, 32507, 0.07177259773015976, 0.32877230644226074
35, -3427.273233294487, 3, 3.2392437849994167, 187, 32694, 0.08906596899032593, 0.33173152804374695
36, -2430.332790851593, 2, 2.2641486800002895, 132, 32826, 0.08274204283952713, 0.33638861775398254
37, 2593.1972108716145, 1, 1.4740182809991893, 84, 32910, 0.07273097336292267, 0.3353560268878937
38, -3189.049312353134, 2, 5.2355661810006495, 303, 33213, 0.07422107458114624, 0.33896756172180176
39, -3891.2992367744446, 3, 3.3940945879994615, 195, 33408, 0.0700020045042038, 0.336184561252594
40, -3771.1196875572205, 2, 5.00098955500016, 286, 33694, 0.06454213708639145, 0.34010714292526245
41, -2569.4825894907117, 2, 2.182912041000236, 126, 33820, 0.0606071762740612, 0.34504184126853943
42, -3020.965319931507, 2, 4.399648536999848, 251, 34071, 0.07784997671842575, 0.34510529041290283
43, -3148.1905670166016, 2, 2.208616269000231, 128, 34199, 0.07395342737436295, 0.35049596428871155
44, -2480.1651524392073, 2, 2.068617741999333, 118, 34317, 0.07288607209920883, 0.34913983941078186
45, 2396.11978236548, 1, 2.6555899909999425, 154, 34471, 0.07088307291269302, 0.3458658754825592
46, -3045.1370706558228, 2, 1.179146677000972, 68, 34539, 0.08050639182329178, 0.35154399275779724
47, -2488.4534542560577, 2, 2.405863560999933, 137, 34676, 0.0749862939119339, 0.354515016078949
48, -2656.1341141462326, 2, 2.974510781999925, 172, 34848, 0.08435816317796707, 0.35410383343696594
49, -2400.9801564216614, 2, 2.051954874999865, 120, 34968, 0.08555610477924347, 0.3596756160259247
50, -2578.158133932069, 2, 4.288190293000298, 249, 35217, 0.08246719092130661, 0.35761934518814087
51, -2284.7826155787334, 2, 2.6535975289989437, 153, 35370, 0.07451201230287552, 0.358295202255249
52, -2524.3034944571555, 2, 4.6044139379991975, 265, 35635, 0.08402149379253387, 0.35969436168670654
53, -2494.758875608444, 2, 2.3055321510000795, 131, 35766, 0.08141025900840759, 0.3620153069496155
54, -3263.659826412797, 2, 6.537833970000065, 380, 36146, 0.08390563726425171, 0.3686543107032776
55, -3098.473975133151, 2, 4.304624016998787, 250, 36396, 0.07508289813995361, 0.37076497077941895
56, -3844.783997452585, 2, 5.600121337000019, 323, 36719, 0.0822131484746933, 0.37145906686782837
57, -3066.2280773073435, 2, 3.6070999600015057, 209, 36928, 0.07541785389184952, 0.37952303886413574
58, -3277.079068392515, 2, 4.611505056000169, 263, 37191, 0.08453351259231567, 0.37715646624565125
59, 2613.1945407139137, 1, 1.5312042009991274, 88, 37279, 0.07123421877622604, 0.38026654720306396
60, -2546.2732434272766, 2, 1.490532075998999, 86, 37365, 0.09109257906675339, 0.3666687309741974
61, -4148.947619438171, 2, 4.238508074000492, 245, 37610, 0.07672184705734253, 0.381808876991272
62, -2028.0327924061567, 2, 2.18487082700085, 123, 37733, 0.0853496566414833, 0.3855660855770111
63, -2830.49786233902, 2, 2.3631101959999796, 137, 37870, 0.08333954215049744, 0.3836400508880615
64, -2472.3052477966994, 2, 2.065449138999611, 118, 37988, 0.07991711795330048, 0.3809528946876526
65, -2895.6638016151264, 2, 6.062696542001504, 347, 38335, 0.0817251056432724, 0.386274129152298
66, -2497.9101042747498, 2, 2.1316474150007707, 123, 38458, 0.07585170865058899, 0.3908649981021881
67, -2422.3402043804526, 2, 1.9732593930002622, 112, 38570, 0.07351355254650116, 0.3918918967247009
68, 2163.9692946736322, 1, 4.824426836001294, 277, 38847, 0.07117422670125961, 0.39616522192955017
69, -2498.585702896118, 2, 1.0134034729999257, 58, 38905, 0.07978841662406921, 0.4056079089641571
70, -2721.533225176565, 3, 3.4177630049998697, 198, 39103, 0.09189831465482712, 0.3988073766231537
71, 2498.8200883700047, 1, 1.8134810589999688, 107, 39210, 0.08284977078437805, 0.400753378868103
72, -2844.4757727384567, 2, 2.7319057770000654, 158, 39368, 0.08988931030035019, 0.400219589471817
73, -2211.6880552493967, 2, 4.20268002299963, 242, 39610, 0.08524572849273682, 0.39970865845680237
74, -2567.5031502302736, 2, 6.195733725999162, 359, 39969, 0.07988987863063812, 0.4038753807544708
75, 1652.4958323967876, 1, 9.545406302000629, 551, 40520, 0.08203200250864029, 0.40439215302467346
76, -2560.722808560822, 2, 3.3676722969994444, 196, 40716, 0.08700431883335114, 0.41372475028038025
77, -2790.329268217087, 2, 2.1315628430002107, 123, 40839, 0.08776631206274033, 0.4102698862552643
78, 2341.8618663093075, 1, 5.014081941999393, 288, 41127, 0.08533336967229843, 0.41123297810554504
79, -4368.7771873455495, 2, 11.320680402001017, 650, 41777, 0.08327243477106094, 0.4138854444026947
80, 2343.6089393138245, 1, 6.458286398001292, 369, 42146, 0.07399382442235947, 0.42088747024536133
81, -2246.5039129538927, 2, 7.744250697000098, 445, 42591, 0.08099000155925751, 0.42327478528022766
82, -2207.534597195743, 2, 3.08271570999932, 177, 42768, 0.09189274907112122, 0.42272400856018066
83, -2285.0709081836976, 2, 3.4843338470000162, 198, 42966, 0.07760515064001083, 0.4168923795223236
84, -2135.3961095288396, 2, 2.4787685520004743, 141, 43107, 0.0825992301106453, 0.4207310378551483
85, -2360.5973647576757, 2, 3.874999559000571, 225, 43332, 0.09061799198389053, 0.42882826924324036
86, -2426.703350663185, 2, 2.442313131999981, 141, 43473, 0.08147817850112915, 0.42654702067375183
87, -2544.89557459997, 2, 2.6609802919992944, 153, 43626, 0.0854184553027153, 0.42725780606269836
88, -2583.3596482276917, 2, 2.1231416139999055, 123, 43749, 0.08665917068719864, 0.4326419234275818
89, -2274.046263667755, 2, 1.8924261379997915, 108, 43857, 0.09434928745031357, 0.43409982323646545
90, -2354.846641578013, 2, 2.6340542959987943, 151, 44008, 0.09514326602220535, 0.4345916211605072
91, -2345.3642206192017, 2, 2.009102471998631, 117, 44125, 0.08712732046842575, 0.43171077966690063
92, -2764.5049751279876, 2, 4.283111899998403, 247, 44372, 0.07781308889389038, 0.4306350648403168
93, -2390.1842978596687, 2, 1.8858231180001894, 108, 44480, 0.08303377032279968, 0.43644851446151733
94, -3183.4661705307662, 3, 4.780895338999471, 279, 44759, 0.08031117916107178, 0.43105971813201904
95, -2800.5992707591504, 2, 4.2048122199994395, 243, 45002, 0.09974054247140884, 0.43754348158836365
96, 2709.548246467486, 1, 1.9543743720005295, 113, 45115, 0.0889744982123375, 0.4322167932987213
97, 2459.8341076592915, 1, 4.345784642000581, 251, 45366, 0.08259754627943039, 0.4316447079181671
98, -2645.5066089630127, 2, 1.0491807119997247, 61, 45427, 0.0908009335398674, 0.4407837986946106
99, -2809.1894440036267, 2, 4.4065779490010755, 253, 45680, 0.07705478370189667, 0.4344050884246826
100, -2964.2823740008753, 2, 5.083801921000486, 294, 45974, 0.0868762657046318, 0.4390406310558319
101, -4326.691260074498, 2, 9.888724086000366, 563, 46537, 0.08365948498249054, 0.44611117243766785
