episode, reward, success, duration, n_steps, memory length, avg_critic_loss, avg_actor_loss
1, -2980.4642419219017, 3, 24.957280278002145, 445, 26445, 9114.486328125, 12.172694206237793
2, -3184.03098654747, 3, 24.65580151500035, 442, 26887, 12259.6220703125, 12.394950866699219
3, -3064.984028339386, 3, 25.167190122003376, 413, 27300, 9795.0244140625, 12.520514488220215
4, -3087.085282921791, 3, 24.799568481001188, 421, 27721, 11664.0615234375, 12.693506240844727
5, -3109.281066417694, 3, 25.00422673599678, 424, 28145, 9817.677734375, 12.897747993469238
6, -3160.0367107391357, 3, 24.89806683799543, 438, 28583, 11070.6865234375, 13.136361122131348
7, -3134.9331505298615, 3, 25.181698355001572, 430, 29013, 9322.8330078125, 13.243786811828613
8, -3154.947407722473, 3, 25.144215326996346, 447, 29460, 11673.0078125, 13.429242134094238
9, -3113.985840857029, 3, 24.922587895001925, 429, 29889, 9835.8544921875, 13.656054496765137
10, -3119.931397855282, 3, 25.115319163000095, 427, 30316, 9846.560546875, 13.75536060333252
11, -3111.7784774303436, 3, 24.986181152002246, 424, 30740, 9611.7275390625, 13.88789176940918
12, -3108.8491941690445, 3, 24.93115454200597, 432, 31172, 11680.375, 14.075382232666016
13, -2945.8923674821854, 3, 19.4310572760005, 344, 31516, 10443.7373046875, 14.250391960144043
14, -2278.1160041093826, 2, 7.810030922999431, 137, 31653, 13736.7646484375, 14.233805656433105
15, -3036.2565287947655, 2, 30.012720141996397, 530, 32183, 12788.7080078125, 14.34487533569336
16, -2860.7113203406334, 3, 22.351268829996116, 379, 32562, 10872.619140625, 14.458330154418945
17, -3089.424925684929, 3, 24.338955494000402, 409, 32971, 11269.2822265625, 14.626733779907227
18, -2890.343285560608, 2, 17.267483206996985, 292, 33263, 13210.720703125, 14.798415184020996
19, -2758.2319009900093, 2, 16.82048294800188, 298, 33561, 11974.6220703125, 14.902566909790039
20, -2773.87347394228, 2, 20.938669814000605, 362, 33923, 11173.49609375, 15.052910804748535
21, -2118.212514460087, 2, 6.828118429002643, 125, 34048, 11748.4501953125, 15.123035430908203
22, 2246.7094474732876, 1, 14.527523870005098, 256, 34304, 11512.94140625, 15.151144027709961
23, -2445.357726216316, 3, 13.00999037099973, 223, 34527, 16029.5302734375, 15.207630157470703
24, -2255.489539682865, 2, 7.73532933700335, 134, 34661, 9107.142578125, 15.28438949584961
25, -2217.7579830288887, 2, 8.339517581996915, 148, 34809, 12250.1064453125, 15.304427146911621
26, -2288.6107785105705, 2, 7.883143576000293, 141, 34950, 16814.94140625, 15.289336204528809
27, 2162.747769474983, 1, 16.511055972005124, 285, 35235, 11822.701171875, 15.390586853027344
28, -2208.592153072357, 2, 3.448232941002061, 63, 35298, 14876.134765625, 15.323114395141602
29, -2211.318415224552, 2, 9.222533513006056, 160, 35458, 13611.787109375, 15.533599853515625
30, -2256.3011709451675, 3, 10.5016910169943, 184, 35642, 14466.9365234375, 15.509954452514648
31, -2528.2360379695892, 2, 13.328894455000409, 241, 35883, 14771.6494140625, 15.52432918548584
32, -2321.928840994835, 3, 10.675320174996159, 186, 36069, 12564.9609375, 15.711686134338379
33, -2293.3383296728134, 2, 10.042060628002218, 181, 36250, 15808.2802734375, 15.71336841583252
34, -2571.79652684927, 2, 16.855118535000656, 295, 36545, 13366.23046875, 15.751173973083496
35, -2429.4912246465683, 2, 14.232157988000836, 252, 36797, 14598.9052734375, 15.828203201293945
36, 2316.554149001837, 1, 8.22267203299998, 150, 36947, 13670.3056640625, 15.797612190246582
37, -2049.3366253376007, 2, 1.2461080540015246, 22, 36969, 8392.634765625, 16.047191619873047
38, -2668.657910645008, 2, 18.985979004006367, 339, 37308, 14277.6650390625, 15.862668991088867
39, -2493.174843251705, 2, 15.155324735002068, 260, 37568, 13289.59375, 16.010936737060547
40, -2220.9755485653877, 2, 9.620897510998475, 168, 37736, 18735.955078125, 15.973321914672852
41, -2390.8492980003357, 3, 11.768292310996912, 209, 37945, 16705.072265625, 16.158605575561523
42, -2317.6709513664246, 2, 9.465914104002877, 172, 38117, 11641.69140625, 16.14113998413086
43, -2280.1920919418335, 3, 9.64742155100248, 173, 38290, 12955.626953125, 16.293046951293945
44, -2219.200306892395, 2, 8.408412172997487, 153, 38443, 13732.4375, 16.23642349243164
45, -2346.537116765976, 2, 11.705251708997821, 203, 38646, 18541.806640625, 16.28423500061035
46, -2430.6960906386375, 2, 10.709767986998486, 198, 38844, 16160.0986328125, 16.31110954284668
47, -2343.8259795308113, 2, 9.771688351000194, 175, 39019, 15636.37890625, 16.557247161865234
48, -2919.9320616722107, 2, 25.099623904003238, 445, 39464, 16963.396484375, 16.558677673339844
49, 2328.811452150345, 1, 6.875367887994798, 119, 39583, 15725.1435546875, 16.587312698364258
50, -2308.4339351058006, 2, 9.04278522900131, 161, 39744, 13470.634765625, 16.661375045776367
51, 2390.50138092041, 1, 5.497449508002319, 99, 39843, 9986.466796875, 16.592092514038086
52, -2305.5795635581017, 2, 11.611920841998653, 209, 40052, 17050.365234375, 16.701217651367188
