episode, reward, success, duration, n_steps, memory length, avg_critic_loss, avg_actor_loss
1, -4153.265871727839, 4, 50.034368027999335, 1761, 27319, 12251.23828125, 13.736640930175781
2, -3999.5662030640524, 4, 50.05139606099965, 1768, 29087, 11388.865234375, 14.485713958740234
3, 1428.5058123273775, 1, 27.795001750000665, 957, 30044, 10816.787109375, 15.07170295715332
4, -3841.8917909413576, 3, 9.76859521499955, 308, 30352, 12051.685546875, 15.335188865661621
5, -147.51445373846218, 1, 45.98602027099969, 1614, 31966, 10863.083984375, 15.820847511291504
6, -3171.731712513836, 2, 14.91451839400088, 500, 32466, 11538.6474609375, 16.499454498291016
7, -2969.7263939178083, 2, 40.55333578000136, 1410, 33876, 12885.15625, 16.742340087890625
8, -3461.325060499017, 2, 37.08348252799988, 1295, 35171, 11561.228515625, 17.12920379638672
9, 4039.920221289154, 1, 10.656095696000193, 341, 35512, 11183.181640625, 17.46318244934082
10, -3933.8018587231636, 2, 10.912882118998823, 345, 35857, 11061.06640625, 17.50846290588379
11, -2574.420453323517, 2, 19.35514175299977, 653, 36510, 11550.103515625, 17.89714813232422
12, -1964.6643519215286, 2, 12.280024384999706, 403, 36913, 11511.3779296875, 18.051128387451172
13, 3291.92960965354, 1, 21.775764083999093, 732, 37645, 10461.3544921875, 18.167070388793945
14, -3110.4939247369766, 2, 7.553079190000062, 228, 37873, 14086.60546875, 18.17554473876953
15, 328.742823863402, 2, 10.995024120999005, 350, 38223, 10730.8408203125, 18.43166732788086
16, -1941.2504250342026, 2, 18.203861849000532, 613, 38836, 13023.1220703125, 18.50177001953125
17, 2481.8618015344255, 1, 19.87998192499981, 668, 39504, 11150.2578125, 18.595718383789062
18, -3909.5691306144, 2, 11.931958114999361, 382, 39886, 14138.6884765625, 18.89335823059082
19, -690.3618464538013, 2, 13.174541163998583, 429, 40315, 12051.7939453125, 19.264129638671875
20, 1955.6336370492354, 1, 19.336045549998744, 647, 40962, 11054.373046875, 19.128698348999023
21, -3371.309710263602, 2, 9.740186658000312, 315, 41277, 12625.2568359375, 19.432331085205078
22, -600.6815037988126, 2, 10.404097997999997, 331, 41608, 15708.3701171875, 19.556808471679688
23, -905.1941862481763, 2, 10.68393646000004, 340, 41948, 13745.73046875, 19.756698608398438
24, -2086.4639451209805, 3, 14.546361546999833, 485, 42433, 11083.6279296875, 19.733591079711914
25, -1165.0648167446489, 2, 19.219904608000434, 645, 43078, 12132.27734375, 20.15083885192871
26, -1278.7062453478575, 2, 10.040232796000055, 315, 43393, 15200.3623046875, 20.07242774963379
27, -887.3809908074327, 2, 10.489825577000374, 333, 43726, 11270.7822265625, 20.14081573486328
28, -3259.895974835381, 2, 32.54789424299997, 1128, 44854, 12421.2734375, 20.363082885742188
29, -154.79483268596232, 2, 13.048485547000382, 426, 45280, 12570.873046875, 20.80670166015625
30, -718.7808995805681, 2, 12.245215468999959, 394, 45674, 16428.5234375, 20.916522979736328
31, 3169.9239367097616, 1, 10.901151043000937, 346, 46020, 11810.216796875, 20.758201599121094
32, -3263.9158154521137, 2, 19.322907800000394, 592, 46612, 13812.41796875, 20.83236312866211
33, 2441.966673999792, 1, 9.322055171000102, 292, 46904, 11657.849609375, 21.094573974609375
34, -1739.5749641619623, 2, 17.19990229999894, 570, 47474, 13991.6337890625, 21.31797981262207
35, -949.0709559507668, 2, 8.641265042000668, 261, 47735, 13621.43359375, 21.31427764892578
36, -1835.4807279687375, 2, 9.753990822999185, 293, 48028, 11656.5673828125, 21.356664657592773
37, 2568.623436796479, 1, 9.078062830998533, 284, 48312, 13386.822265625, 21.43925666809082
38, -2185.4293802911416, 2, 6.763182387001507, 194, 48506, 16133.7392578125, 21.508403778076172
39, 2723.897320669377, 1, 19.231070080999416, 639, 49145, 14592.8388671875, 21.43146324157715
40, -2880.2711334228516, 2, 5.015665380000428, 133, 49278, 14630.875, 21.895044326782227
41, -328.2798443362117, 2, 10.099408510001012, 311, 49589, 14472.3408203125, 21.570934295654297
42, -1880.5377955809236, 3, 15.12117789200056, 496, 50085, 14504.8857421875, 21.71094512939453
43, 3828.924908289977, 1, 14.451673486999425, 466, 50551, 15286.126953125, 21.964031219482422
44, -6104.468796603382, 2, 25.988889799999015, 871, 51422, 13544.5673828125, 22.03900718688965
45, 3159.107459250372, 1, 8.865370427998641, 268, 51690, 14579.4560546875, 22.414880752563477
46, -1749.4264480145648, 2, 21.14809846299977, 699, 52389, 13887.66796875, 22.465866088867188
47, -1449.0083937905729, 2, 9.67406859699986, 297, 52686, 12183.875, 22.412174224853516
48, -1440.6998817399144, 3, 13.25649503800014, 422, 53108, 17659.509765625, 22.738462448120117
49, -2288.096030841116, 2, 28.0056448560008, 946, 54054, 14107.0361328125, 22.900482177734375
50, -1709.4828898413107, 2, 8.409374138998828, 252, 54306, 18990.474609375, 22.966236114501953
51, 2298.359725566581, 1, 20.465784963998885, 673, 54979, 14349.857421875, 22.942745208740234
52, -4758.8457661904395, 2, 24.925544716999866, 836, 55815, 14221.72265625, 23.174205780029297
53, 2067.495740681188, 1, 23.59958967900093, 782, 56597, 15981.482421875, 23.54521369934082
54, -2146.9944255575538, 2, 4.520109368999329, 115, 56712, 13086.435546875, 23.267955780029297
