episode, reward, n_steps, epsilon, success_count, memory length
1, 129.75510789453983, 152, 1.0, 1, 151
2, -420.1511028409004, 304, 0.998, 1, 454
3, -383.10194512363523, 1000, 0.996004, 1, 1453
4, -1226.401880716905, 957, 0.994011992, 1, 2409
5, -64.85333465458825, 1000, 0.992023968016, 275, 3408
6, -320.6901758949971, 852, 0.990039920079968, 508, 4259
7, 18.38032829747317, 1000, 0.9880598402398081, 654, 5258
8, -1288.6520654559135, 829, 0.9860837205593285, 654, 6086
9, -1397.364774942398, 947, 0.9841115531182099, 654, 7032
10, -330.2829365317011, 776, 0.9821433300119734, 654, 7807
11, -636.7123629748821, 400, 0.9801790433519495, 654, 8206
12, -826.0259888768196, 745, 0.9782186852652456, 654, 8950
13, -611.7528946399689, 426, 0.976262247894715, 654, 9375
14, -1038.2902797460556, 774, 0.9743097233989256, 654, 10148
15, -507.621160835959, 720, 0.9723611039521278, 654, 10867
16, -1030.9604498147964, 735, 0.9704163817442236, 654, 11601
17, -660.2590008608531, 778, 0.9684755489807352, 654, 12378
18, -937.4849727451801, 1000, 0.9665385978827737, 654, 13377
19, -998.9020984172821, 777, 0.9646055206870082, 654, 14153
20, -482.51761227846146, 420, 0.9626763096456342, 654, 14572
21, 86.67791905999184, 74, 0.9607509570263429, 654, 14645
22, -502.6920163035393, 378, 0.9588294551122902, 654, 15022
23, -606.9484177529812, 604, 0.9569117962020657, 654, 15625
24, -497.1623403575504, 1000, 0.9549979726096616, 654, 16624
25, 187.33693111501634, 442, 0.9530879766644422, 715, 17065
26, -286.44212555885315, 96, 0.9511818007111134, 715, 17160
27, 225.442316532135, 249, 0.9492794371096911, 809, 17408
28, -341.3851773177739, 498, 0.9473808782354717, 809, 17905
29, -263.28350694384426, 415, 0.9454861164790007, 809, 18319
31, -1391.3991830162413, 896, 0.9417079539575507, 809, 19214
32, -186.88868711143732, 706, 0.9398245380496356, 809, 19919
33, 153.44401252269745, 142, 0.9379448889735363, 812, 20060
34, -404.4762222766876, 297, 0.9360689991955893, 812, 20356
35, -592.3255852907896, 489, 0.9341968611971981, 812, 20844
36, -596.6216561496258, 482, 0.9323284674748037, 812, 21325
37, -948.3449345231056, 1000, 0.930463810539854, 812, 22324
38, -518.305211186409, 409, 0.9286028829187744, 812, 22732
39, -1273.883074581623, 1000, 0.9267456771529368, 812, 23731
40, -1090.4210573732853, 1000, 0.9248921857986309, 812, 24730
41, -630.192960617831, 762, 0.9230424014270336, 812, 25491
42, -233.41536518084467, 750, 0.9211963166241796, 812, 26240
43, -305.22874510637484, 402, 0.9193539239909312, 812, 26641
44, -898.9590071644634, 773, 0.9175152161429493, 812, 27413
45, -999.1754009723663, 1000, 0.9156801857106633, 812, 28412
46, -1023.8969558179379, 1000, 0.913848825339242, 812, 29411
47, -620.4959207177162, 549, 0.9120211276885636, 812, 29959
49, -301.8167299926281, 595, 0.9083766912623201, 863, 30553
50, -706.7000557680149, 1000, 0.9065599378797955, 863, 31552
51, -616.1169621348381, 459, 0.9047468180040359, 863, 32010
52, -294.8180967429653, 1000, 0.9029373243680279, 863, 33009
53, 166.44369465112686, 180, 0.9011314497192918, 903, 33188
54, -539.2650098949671, 702, 0.8993291868198532, 903, 33889
55, -387.60900062526343, 654, 0.8975305284462135, 903, 34542
56, -446.8916651054751, 1000, 0.8957354673893211, 903, 35541
57, -655.697771281004, 636, 0.8939439964545425, 903, 36176
58, -1017.7226650416851, 1000, 0.8921561084616334, 903, 37175
59, -199.867207308067, 1000, 0.8903717962447101, 903, 38174
60, -851.7161186933517, 747, 0.8885910526522206, 903, 38920
61, -856.882881373167, 1000, 0.8868138705469162, 903, 39919
62, -583.7342193508521, 1000, 0.8850402428058224, 903, 40918
63, -580.5202273115865, 1000, 0.8832701623202107, 903, 41917
64, 109.4875725954771, 160, 0.8815036219955703, 904, 42076
65, -117.08896472631022, 81, 0.8797406147515792, 904, 42156
66, -136.1203951537609, 40, 0.877981133522076, 904, 42195
67, -144.53196948766708, 47, 0.8762251712550319, 904, 42241
68, -151.77409773413092, 155, 0.8744727209125218, 904, 42395
69, -172.88468635361642, 118, 0.8727237754706968, 904, 42512
70, -175.6320616262965, 125, 0.8709783279197554, 904, 42636
71, -168.7956264121458, 82, 0.8692363712639158, 904, 42717
72, -171.2439791560173, 67, 0.867497898521388, 904, 42783
73, -176.41124697891064, 87, 0.8657629027243453, 904, 42869
74, -135.9829732403159, 33, 0.8640313769188966, 904, 42901
75, -163.51755024888553, 66, 0.8623033141650589, 904, 42966
76, -124.6021281555295, 31, 0.8605787075367288, 904, 42996
77, -203.7822532383725, 127, 0.8588575501216553, 904, 43122
78, -157.01660243421793, 75, 0.857139835021412, 904, 43196
79, -139.23907428979874, 35, 0.8554255553513692, 904, 43230
80, 43.63113613938913, 45, 0.8537147042406664, 904, 43274
81, -239.88955718651414, 122, 0.8520072748321851, 904, 43395
82, 54.789868923369795, 45, 0.8503032602825207, 904, 43439
83, -117.81526923179626, 6, 0.8486026537619556, 904, 43444
84, 62.64683201909065, 21, 0.8469054484544317, 904, 43464
85, -132.3997554529924, 65, 0.8452116375575228, 904, 43528
86, -154.71739384252578, 53, 0.8435212142824078, 904, 43580
87, -177.9807631894946, 71, 0.841834171853843, 904, 43650
88, 36.70742189977318, 68, 0.8401505035101353, 904, 43717
89, -122.3469010591507, 15, 0.838470202503115, 904, 43731
90, -192.03476474108174, 167, 0.8367932620981088, 904, 43897
