episode, reward, success, duration, n_steps, success_count, memory length, avg_critic_loss, avg_actor_loss
1, 7978.949149608612, True, 0.010759115219116211, 4, 0, 2, 0.0, 0.0
2, -9474.657566785812, False, 15.60704779624939, 495, 0, 495, 20.311899185180664, 479.4400939941406
3, -7530.274458289146, False, 10.54702091217041, 113, 0, 606, 24.31031608581543, 698.417724609375
4, -7543.08234924078, False, 14.740236043930054, 175, 0, 779, 35.712764739990234, 741.6011962890625
5, -7520.527065992355, False, 6.334707975387573, 92, 0, 869, 42.6620979309082, 750.636962890625
6, -7809.534445285797, False, 13.076186895370483, 170, 0, 1037, 34.7907829284668, 820.977294921875
7, -7768.058479070663, False, 10.46547794342041, 127, 0, 1162, 32.25012969970703, 869.3209228515625
8, -7464.11187016964, False, 8.999871969223022, 109, 0, 1269, 41.66952896118164, 882.0130615234375
9, -8007.638947963715, False, 10.40800666809082, 124, 0, 1391, 45.017181396484375, 934.1556396484375
10, -7443.941414356232, False, 8.123191118240356, 83, 0, 1472, 42.88185501098633, 1005.20556640625
11, -7858.054329395294, False, 13.394768238067627, 186, 0, 1656, 46.881282806396484, 1071.1578369140625
12, -7931.281420588493, False, 17.378755807876587, 230, 0, 1884, 41.35919952392578, 1152.0216064453125
13, -8044.930706501007, False, 14.089260339736938, 194, 0, 2076, 43.15280532836914, 1240.331298828125
14, -7401.62280780077, False, 8.221061706542969, 103, 0, 2177, 48.52043533325195, 1289.76611328125
15, -7622.330597639084, False, 8.27769160270691, 126, 0, 2301, 38.34196853637695, 1332.1182861328125
16, -7540.782349944115, False, 6.253116846084595, 85, 0, 2384, 46.50754928588867, 1379.5770263671875
17, -7549.315578341484, False, 14.201889038085938, 162, 0, 2544, 42.965213775634766, 1431.0806884765625
18, -7424.530919790268, False, 6.181967258453369, 81, 0, 2623, 46.5162353515625, 1439.024658203125
19, -7490.392394065857, False, 5.523768663406372, 85, 0, 2706, 38.18009948730469, 1452.8992919921875
20, -7626.629568815231, False, 7.897266149520874, 125, 0, 2829, 44.111881256103516, 1511.87255859375
21, -7301.380925416946, False, 7.97687029838562, 103, 0, 2930, 54.692440032958984, 1572.0570068359375
22, -7871.20729136467, False, 7.204164505004883, 105, 0, 3033, 41.99279022216797, 1587.4520263671875
23, -7731.135305047035, False, 12.201951742172241, 176, 0, 3207, 49.23228454589844, 1669.546142578125
24, -8037.317402005196, False, 21.118072986602783, 264, 0, 3469, 47.721839904785156, 1781.217041015625
25, -7739.424740076065, False, 15.576021671295166, 169, 0, 3636, 45.98530960083008, 1865.8721923828125
26, -7860.388353228569, False, 15.338857173919678, 154, 0, 3788, 50.60091018676758, 1927.8719482421875
27, -7314.6090342998505, False, 8.361100673675537, 89, 0, 3875, 43.72417449951172, 1954.746337890625
28, -7786.346859931946, False, 16.49967384338379, 173, 0, 4046, 45.83402633666992, 1995.6348876953125
29, -7504.361239016056, False, 16.43682885169983, 123, 0, 4167, 49.2225341796875, 2070.55908203125
30, -7463.952094554901, False, 9.62603211402893, 110, 0, 4275, 51.549869537353516, 2144.016845703125
31, -7771.1185257434845, False, 11.576240539550781, 134, 0, 4407, 46.9666862487793, 2180.240966796875
32, -7400.141575574875, False, 10.911600112915039, 111, 0, 4516, 42.20668411254883, 2215.078369140625
33, -7822.165566921234, False, 14.817245244979858, 156, 0, 4670, 42.25387191772461, 2276.930419921875
34, 7954.229623675346, True, 5.148966312408447, 55, 0, 4723, 53.23613739013672, 2345.01953125
35, -7592.754704475403, False, 10.53208065032959, 119, 0, 4840, 60.51171112060547, 2347.08935546875
36, 7856.200489491224, True, 11.370961427688599, 119, 0, 4957, 50.88422775268555, 2464.6845703125
37, -7207.304733276367, False, 3.0260705947875977, 26, 0, 4981, 42.852291107177734, 2327.12353515625
38, -7302.269536972046, False, 7.095251798629761, 51, 0, 5030, 52.807899475097656, 2401.92333984375
39, -7281.035294651985, False, 5.852315425872803, 64, 0, 5092, 52.138671875, 2524.880859375
40, -7548.260428905487, False, 13.833882331848145, 154, 0, 5244, 59.79273223876953, 2562.6171875
41, -7700.939245223999, False, 14.856457948684692, 159, 0, 5401, 59.46710968017578, 2661.416015625
42, -7302.596596837044, False, 6.2268548011779785, 64, 0, 5463, 66.69405364990234, 2602.23583984375
43, -7262.573636174202, False, 6.535076379776001, 69, 0, 5530, 56.327274322509766, 2698.2314453125
44, -7570.218492746353, False, 8.962704181671143, 95, 0, 5623, 46.52442932128906, 2720.47021484375
45, -7975.326355457306, False, 10.37519383430481, 118, 0, 5739, 47.370540618896484, 2736.28125
46, -7352.023369550705, False, 6.646116018295288, 51, 0, 5788, 45.92409133911133, 2758.333251953125
47, -7494.632601976395, False, 14.121240377426147, 124, 0, 5910, 52.751949310302734, 2885.93701171875
48, -7548.767002880573, False, 14.276870727539062, 153, 0, 6061, 64.29341888427734, 2952.616943359375
49, -7573.18672144413, False, 15.337230205535889, 146, 0, 6205, 59.768272399902344, 3020.274169921875
50, -7298.667516827583, False, 6.2931013107299805, 68, 0, 6271, 48.537261962890625, 3000.460693359375
51, -7404.099058032036, False, 7.0361552238464355, 76, 0, 6345, 59.149444580078125, 3061.732177734375
52, -7572.765788316727, False, 11.351577997207642, 124, 0, 6467, 53.3536376953125, 3124.86376953125
53, -7224.544961094856, False, 7.884081125259399, 56, 0, 6521, 58.66550064086914, 3153.368408203125
54, -7335.594213247299, False, 6.078088998794556, 51, 0, 6570, 54.32676696777344, 3118.915771484375
55, 7313.7901156544685, True, 19.50288724899292, 196, 0, 6764, 55.061702728271484, 3266.54931640625
56, -7153.907310247421, False, 1.3602218627929688, 18, 0, 6780, 45.99382781982422, 2997.102783203125
57, -7807.824900388718, False, 15.170595169067383, 147, 0, 6925, 59.040523529052734, 3324.549560546875
58, -7458.372450232506, False, 17.639668703079224, 171, 0, 7094, 55.482215881347656, 3386.717529296875
59, -7193.742306172848, False, 7.117553234100342, 44, 0, 7136, 55.415828704833984, 3388.402099609375
60, -7372.142930984497, False, 13.374048471450806, 148, 0, 7282, 54.6882209777832, 3464.237060546875
61, -7525.010326385498, False, 7.7967143058776855, 89, 0, 7369, 52.523399353027344, 3468.06884765625
62, -7589.869323730469, False, 10.262906789779663, 99, 0, 7466, 60.78850173950195, 3580.05078125
63, -7484.859681606293, False, 14.921701908111572, 109, 0, 7573, 55.86532211303711, 3595.371826171875
64, -7371.907546520233, False, 9.468627214431763, 102, 0, 7673, 62.49543762207031, 3648.168212890625
65, -8264.724486351013, False, 17.75848150253296, 206, 0, 7877, 55.8122444152832, 3717.4697265625
66, -7653.290732860565, False, 14.72654128074646, 185, 0, 8060, 58.30885314941406, 3836.116455078125
67, -7458.480925023556, False, 12.169913291931152, 164, 0, 8222, 56.21904754638672, 3937.61474609375
68, -7360.407606244087, False, 8.25114130973816, 92, 0, 8312, 55.31178283691406, 3991.096923828125
69, -7292.484515428543, False, 6.710914373397827, 44, 0, 8354, 53.8527946472168, 3824.9296875
70, -7673.636862516403, False, 10.239149570465088, 99, 0, 8451, 54.130470275878906, 3971.4365234375
71, -7413.576080322266, False, 8.156808614730835, 108, 0, 8557, 64.5252456665039, 4126.712890625
72, -7554.294882774353, False, 8.631357431411743, 114, 0, 8669, 60.492027282714844, 4156.33935546875
73, -7391.660742044449, False, 9.081557512283325, 100, 0, 8767, 55.356441497802734, 4123.4345703125
74, -7236.435656309128, False, 7.220408916473389, 46, 0, 8811, 53.98583984375, 4050.703369140625
75, -7475.964502692223, False, 9.20169186592102, 91, 0, 8900, 52.92711639404297, 4265.42431640625
76, -7406.381669640541, False, 8.860633850097656, 118, 0, 9016, 58.778282165527344, 4276.8876953125
77, -7807.5560785532, False, 16.25225591659546, 199, 0, 9213, 62.06390380859375, 4359.68896484375
78, -7551.539183974266, False, 9.018406629562378, 115, 0, 9326, 63.65282440185547, 4478.70947265625
79, -7908.743438959122, False, 17.223697900772095, 218, 0, 9542, 52.8160285949707, 4515.47119140625
80, -7277.425300478935, False, 7.734340190887451, 78, 0, 9618, 67.74353790283203, 4645.8662109375
81, -7813.982917666435, False, 24.701698541641235, 232, 0, 9848, 56.009620666503906, 4759.8583984375
82, -7314.564298391342, False, 8.620280981063843, 106, 0, 9952, 46.88323974609375, 4612.3017578125
83, -7546.585567712784, False, 11.740277528762817, 134, 0, 10084, 59.82301330566406, 4817.578125
84, -7644.532457113266, False, 12.617413520812988, 130, 0, 10212, 58.47151184082031, 4827.06884765625
85, 7965.0866023004055, True, 5.086532354354858, 36, 0, 10246, 46.10601806640625, 4665.861328125
86, -7357.535278081894, False, 6.2853922843933105, 45, 0, 10289, 58.759986877441406, 4918.15185546875
87, -7476.266061544418, False, 8.555732011795044, 92, 0, 10379, 56.215213775634766, 4888.17138671875
88, -7689.262758016586, False, 7.24701714515686, 107, 0, 10484, 57.463722229003906, 4995.5361328125
89, -9098.484970271587, False, 26.718977212905884, 317, 0, 10799, 55.388893127441406, 5210.462890625
90, -8085.178076028824, False, 14.574989080429077, 187, 0, 10984, 64.0463638305664, 5340.59619140625
91, -7604.932375431061, False, 11.36065936088562, 137, 0, 11119, 52.51348114013672, 5423.8134765625
92, -8862.357769370079, False, 21.023327350616455, 243, 0, 11360, 52.423336029052734, 5590.8154296875
93, -7415.024761199951, False, 11.720269441604614, 108, 0, 11466, 58.08940887451172, 5600.09716796875
94, -7320.032299757004, False, 7.796343088150024, 74, 0, 11538, 67.10712432861328, 5519.0078125
95, -8865.972410798073, False, 37.35159230232239, 475, 0, 12011, 56.778968811035156, 5812.833984375
96, -10858.652224779129, False, 32.67996048927307, 402, 0, 12411, 52.34693145751953, 5836.8271484375
97, -10682.588286042213, False, 65.91578435897827, 720, 0, 13129, 56.37009048461914, 5492.42626953125
98, -10381.58921507001, False, 69.46282196044922, 692, 0, 13819, 53.51414489746094, 3815.862060546875
99, 7255.897177219391, True, 20.011219263076782, 157, 0, 13974, 54.420040130615234, 2772.86376953125
100, 7138.847509562969, True, 29.664321899414062, 288, 0, 14260, 58.85145568847656, 3062.2392578125
101, -8788.404113292694, False, 39.51875686645508, 354, 0, 14612, 55.08169937133789, 3101.77685546875
102, 6789.158200144768, True, 43.96600556373596, 413, 0, 15023, 54.03763961791992, 3307.0634765625
103, -7577.7998695373535, False, 12.053813934326172, 117, 0, 15138, 48.659610748291016, 3551.997314453125
104, -7657.189574122429, False, 20.739171981811523, 205, 0, 15341, 48.361270904541016, 3283.3876953125
105, -7516.653084218502, False, 19.870841026306152, 126, 0, 15465, 56.48711395263672, 3455.399658203125
106, -8376.396075427532, False, 21.067870140075684, 204, 0, 15667, 49.22086715698242, 3752.53857421875
107, -4994.199194610119, False, 122.57733106613159, 998, 0, 16663, 52.334632873535156, 3342.77294921875
108, 7705.717370688915, True, 21.596075534820557, 166, 0, 16827, 47.42308044433594, 3119.98095703125
109, -7194.413992166519, False, 6.619415998458862, 31, 0, 16856, 63.596214294433594, 3315.603759765625
110, -7594.464505910873, False, 26.566945552825928, 131, 0, 16985, 52.948463439941406, 3243.639892578125
111, -7683.504822909832, False, 23.543359756469727, 119, 0, 17102, 49.11014938354492, 3474.61669921875
112, -7705.445703744888, False, 12.602420091629028, 120, 0, 17220, 52.13474655151367, 3268.852783203125
113, -11552.409606695175, False, 108.09185338020325, 944, 0, 18162, 51.30986022949219, 3283.73388671875
114, 6439.343586087227, True, 45.97947335243225, 301, 0, 18461, 52.99502182006836, 3154.15283203125
115, -7130.327920675278, False, 4.036105155944824, 23, 0, 18482, 53.4089241027832, 2588.616943359375
116, -7694.504893779755, False, 24.346546411514282, 157, 0, 18637, 58.30384063720703, 3370.251708984375
117, 7872.2622482180595, True, 11.662387132644653, 75, 0, 18710, 51.468284606933594, 2612.3173828125
118, -8744.173086643219, False, 10.611235618591309, 84, 0, 18792, 57.06204605102539, 3438.885498046875
119, -7586.3362619280815, False, 20.214111328125, 128, 0, 18918, 48.377410888671875, 3101.034423828125
120, -7842.217470288277, False, 22.13640260696411, 146, 0, 19062, 51.31529998779297, 3002.736083984375
121, -9252.909947395325, False, 37.46034622192383, 257, 0, 19317, 50.659873962402344, 2879.73828125
122, 7748.886521965265, True, 21.87026882171631, 154, 0, 19469, 53.01274871826172, 2996.1396484375
123, 7527.404534965754, True, 37.06850075721741, 275, 0, 19742, 54.317840576171875, 3189.47021484375
124, 7348.790239095688, True, 32.21177625656128, 227, 0, 19967, 50.85112762451172, 3055.052978515625
125, -8317.423572003841, False, 55.360434770584106, 361, 0, 20326, 52.417118072509766, 3357.881591796875
126, -10577.024410426617, False, 77.95966339111328, 619, 0, 20943, 50.524742126464844, 3245.9267578125
127, -7225.980609178543, False, 13.645275354385376, 90, 0, 21031, 50.39219284057617, 3264.92919921875
128, -10046.530362725258, False, 88.68354153633118, 678, 0, 21707, 50.65238571166992, 3555.213134765625
129, 7244.931944400072, True, 19.036782026290894, 164, 0, 21869, 44.70322799682617, 3427.759033203125
130, 7572.478444457054, True, 30.415955543518066, 189, 0, 22056, 43.523193359375, 3952.019287109375
131, 7728.415579348803, True, 32.851614236831665, 189, 0, 22243, 44.902442932128906, 3948.573974609375
132, -8925.976884245872, False, 18.69230604171753, 148, 0, 22389, 46.55704116821289, 3900.85986328125
133, -7435.94560611248, False, 12.06396770477295, 108, 0, 22495, 47.18031311035156, 3597.1025390625
134, -8794.94865232706, False, 28.69880223274231, 212, 0, 22705, 55.518798828125, 3870.90625
135, 7375.4645012021065, True, 27.427045822143555, 255, 0, 22958, 48.977657318115234, 4038.41552734375
136, -8131.405558824539, False, 25.15292263031006, 221, 0, 23177, 48.79452896118164, 4006.2177734375
137, -9825.724331140518, False, 64.26269698143005, 532, 0, 23707, 47.918819427490234, 4312.82861328125
138, -7921.234027683735, False, 30.066239833831787, 243, 0, 23948, 48.867431640625, 4251.12939453125
139, -8067.730855047703, False, 14.300941944122314, 120, 0, 24066, 50.29402542114258, 4026.125732421875
