episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -2330.460683941841, 2, 0, 67, 255, 25255, 15.549516677856445, 25.3035831451416
2, -3434.2544317245483, 2, 0, 285, 540, 25540, 15.295055389404297, 25.465402603149414
3, -2325.1814796328545, 2, 0, 79, 619, 25619, 15.09737777709961, 26.335285186767578
4, -3144.9555444717407, 2, 0, 194, 813, 25813, 14.985343933105469, 26.251575469970703
5, -3845.9562411904335, 2, 0, 431, 1244, 26244, 14.4560546875, 26.47203826904297
6, -2617.8248026371, 2, 0, 123, 1367, 26367, 14.46449089050293, 26.62900161743164
7, -2455.1550458669662, 2, 0, 87, 1454, 26454, 15.32739543914795, 26.93470573425293
8, -3765.2002305984497, 2, 0, 234, 1688, 26688, 13.780686378479004, 26.527761459350586
9, -2402.018880844116, 2, 0, 55, 1743, 26743, 14.270342826843262, 26.753469467163086
10, -2911.6179888248444, 2, 0, 208, 1951, 26951, 15.818076133728027, 27.397798538208008
11, -2780.546701192856, 2, 0, 104, 2055, 27055, 14.137384414672852, 27.425142288208008
12, -2449.9173469543457, 2, 0, 80, 2135, 27135, 15.036298751831055, 28.15219497680664
13, -2517.6203513145447, 2, 0, 73, 2208, 27208, 14.938006401062012, 28.268922805786133
14, -3400.682342529297, 2, 0, 344, 2552, 27552, 14.776680946350098, 28.312719345092773
15, -2341.9010437726974, 2, 0, 75, 2627, 27627, 14.912346839904785, 28.21364974975586
16, -2392.6301820278168, 2, 0, 129, 2756, 27756, 14.511534690856934, 28.69940757751465
17, -2359.8129274845123, 2, 0, 61, 2817, 27817, 16.832416534423828, 28.192974090576172
18, -2474.450003027916, 2, 0, 78, 2895, 27895, 15.27731990814209, 29.51473045349121
19, -2607.8540234565735, 3, 0, 168, 3063, 28063, 14.971701622009277, 29.01580810546875
20, 1757.536448776722, 1, 23, 325, 3388, 28388, 15.015515327453613, 28.912057876586914
21, -2231.2162251472473, 3, -23, 27, 3415, 28415, 15.434432029724121, 27.90745735168457
22, -2767.1883850097656, 3, 0, 161, 3576, 28576, 15.068527221679688, 28.688295364379883
23, -2418.591947078705, 2, 6, 78, 3654, 28654, 15.252148628234863, 30.053070068359375
24, -2445.8361217975616, 2, -6, 126, 3780, 28780, 15.285157203674316, 29.501514434814453
25, -3219.01375412941, 3, 0, 129, 3909, 28909, 14.656753540039062, 30.27747917175293
26, -2670.14515709877, 2, 0, 186, 4095, 29095, 14.801167488098145, 29.708099365234375
27, -2266.267329931259, 2, 0, 68, 4163, 29163, 16.121089935302734, 30.289077758789062
28, -2510.5300813913345, 2, 0, 119, 4282, 29282, 15.425785064697266, 30.988306045532227
29, -2347.0638278722763, 2, 0, 56, 4338, 29338, 15.99719524383545, 29.765287399291992
30, -2457.3363117575645, 2, 0, 95, 4433, 29433, 15.508540153503418, 28.809871673583984
31, -2344.6552768945694, 2, 0, 61, 4494, 29494, 15.383088111877441, 30.052854537963867
32, -3225.316642522812, 2, 0, 216, 4710, 29710, 15.467879295349121, 30.82020378112793
33, -2428.7164385318756, 2, 0, 87, 4797, 29797, 16.395282745361328, 29.862899780273438
34, -2405.9704862833023, 2, 0, 91, 4888, 29888, 14.47984790802002, 30.025339126586914
35, -2936.7402486801147, 2, 15, 186, 5074, 30074, 16.13006019592285, 31.13451385498047
36, -2700.3296794891357, 2, -15, 129, 5203, 30203, 16.24942970275879, 31.823612213134766
37, -2405.01647233963, 2, 0, 65, 5268, 30268, 14.360727310180664, 31.638195037841797
38, -2451.2415120601654, 2, 0, 66, 5334, 30334, 15.602310180664062, 32.248199462890625
39, -2319.4851326942444, 2, 0, 63, 5397, 30397, 15.052332878112793, 31.487350463867188
40, -3012.9192218780518, 2, 0, 223, 5620, 30620, 16.209543228149414, 32.25077438354492
41, -2396.661391854286, 2, 0, 66, 5686, 30686, 15.16740894317627, 32.801109313964844
42, -2592.1164133548737, 3, 0, 158, 5844, 30844, 15.631706237792969, 32.10541534423828
43, -2500.0085759162903, 3, 0, 159, 6003, 31003, 15.377325057983398, 31.853153228759766
44, -2793.960686445236, 2, 0, 145, 6148, 31148, 16.205718994140625, 33.10287857055664
45, -2358.8150544166565, 2, 0, 55, 6203, 31203, 16.707914352416992, 33.4493522644043
46, -2479.289395093918, 2, 0, 71, 6274, 31274, 15.845928192138672, 33.33851623535156
47, -2446.7294520139694, 2, 0, 120, 6394, 31394, 16.42789077758789, 33.264137268066406
48, -2752.8835184574127, 2, 0, 130, 6524, 31524, 16.203567504882812, 32.637630462646484
49, -2492.5719225406647, 2, 0, 62, 6586, 31586, 16.056659698486328, 33.62936019897461
50, -2769.2111053466797, 2, 0, 120, 6706, 31706, 16.019229888916016, 33.26089096069336
51, -2518.282604932785, 2, 0, 84, 6790, 31790, 16.272024154663086, 33.03390121459961
52, -2909.707284450531, 2, 0, 153, 6943, 31943, 16.12112808227539, 33.713775634765625
53, -2711.8116543889046, 2, 0, 193, 7136, 32136, 15.635519981384277, 33.813751220703125
54, -2858.831996679306, 2, 0, 176, 7312, 32312, 16.217315673828125, 34.5435791015625
55, -2835.3491344451904, 3, 0, 142, 7454, 32454, 16.324228286743164, 35.15519332885742
56, -2517.37900185585, 2, 0, 80, 7534, 32534, 14.864705085754395, 34.8916015625
57, -2362.889695286751, 2, 0, 76, 7610, 32610, 17.506101608276367, 34.55009841918945
58, -2409.9621284008026, 2, 0, 76, 7686, 32686, 16.714738845825195, 35.472198486328125
59, -2334.2569913864136, 2, 0, 66, 7752, 32752, 15.754918098449707, 35.24781799316406
