episode, reward, duration, n_steps, epsilon, success_count, memory length
201, 667.1002492904663, 1.655057430267334, 56, 0.8202885863627752, 0, 15134
202, 609.9409511089325, 0.9986927509307861, 38, 0.8194682977764125, 0, 15171
204, -648.7038303613663, 3.824829339981079, 151, 0.8178301806491574, 0, 15321
205, 702.6185538768768, 2.1378331184387207, 84, 0.8170123504685082, 0, 15404
206, 807.7112470567226, 3.5897886753082275, 144, 0.8161953381180397, 0, 15547
207, -260.5279381936416, 8.176278829574585, 325, 0.8153791427799216, 0, 15871
208, 868.324714422226, 3.4842872619628906, 128, 0.8145637636371417, 0, 15998
209, 1216.6296642422676, 6.743483066558838, 269, 0.8137491998735046, 0, 16266
211, 1202.88939589262, 7.991952657699585, 271, 0.8121225152229574, 0, 16536
213, -821.3403908610344, 2.020660877227783, 83, 0.8104990823150267, 0, 16618
214, 1340.4002622961998, 8.87248682975769, 361, 0.8096885832327116, 0, 16978
216, 1633.8970425724983, 10.965745449066162, 445, 0.8080700157548294, 0, 17422
217, -862.8530898690224, 2.2575578689575195, 93, 0.8072619457390746, 0, 17514
218, 902.40081179142, 4.186768054962158, 171, 0.8064546837933355, 0, 17684
220, 774.0927520394325, 3.1364595890045166, 128, 0.8048425808804326, 0, 17811
221, -553.9417205750942, 4.925394773483276, 199, 0.8040377382995522, 0, 18009
222, 755.3906354308128, 2.976900339126587, 119, 0.8032337005612527, 0, 18127
223, 1329.4127823114395, 7.7658257484436035, 314, 0.8024304668606914, 0, 18440
224, 780.6062927246094, 3.273451089859009, 133, 0.8016280363938307, 0, 18572
226, 1610.2729500830173, 10.437585592269897, 423, 0.8000255819490795, 0, 18994
227, 1122.5696895122528, 5.900812387466431, 233, 0.7992255563671304, 0, 19226
229, 403.2439789175987, 13.316921472549438, 536, 0.7976279044799526, 0, 19761
230, 1118.3038419485092, 5.345387935638428, 220, 0.7968302765754727, 0, 19980
231, 139.298273245804, 11.168739557266235, 452, 0.7960334462988972, 0, 20431
232, 1153.8788657188416, 5.86946964263916, 236, 0.7952374128525983, 0, 20666
233, 1809.870476052165, 12.430894136428833, 502, 0.7944421754397457, 0, 21167
235, -1027.0545179247856, 0.5137462615966797, 20, 0.7928540855310416, 0, 21186
236, 689.7708086967468, 1.5509791374206543, 62, 0.7920612314455105, 0, 21247
238, 1087.33980409801, 5.862442255020142, 234, 0.790477901043851, 0, 21480
240, 1448.1322844028473, 7.508808612823486, 347, 0.7888977357196644, 0, 21826
242, -1074.5959894657135, 0.9897885322570801, 45, 0.7873207291459607, 0, 21870
243, 1410.7675153017044, 6.903749465942383, 318, 0.7865334084168147, 0, 22187
245, 2113.2092633210123, 14.252941370010376, 589, 0.7849611281333895, 0, 22775
246, 404.6936764717102, 11.897939443588257, 543, 0.784176167005256, 0, 23317
247, 1144.0266118049622, 4.903506755828857, 227, 0.7833919908382508, 0, 23543
249, 691.6386895179749, 1.647737741470337, 74, 0.7818259902485653, 0, 23616
250, -985.8821793762036, 1.5495266914367676, 69, 0.7810441642583167, 0, 23684
251, 833.6446548104286, 3.406636953353882, 156, 0.7802631200940584, 0, 23839
252, 1670.7400797605515, 9.21796178817749, 424, 0.7794828569739644, 0, 24262
254, 672.0886300504208, 14.04412055015564, 640, 0.7779246707428734, 0, 24901
255, 793.9419896453619, 3.253872871398926, 146, 0.7771467460721305, 0, 25046
256, 704.7685217857361, 1.71998929977417, 80, 0.7763695993260584, 0, 25125
257, 1312.3080918192863, 6.908044338226318, 309, 0.7755932297267324, 0, 25433
259, 867.3286573886871, 3.0307374000549316, 135, 0.7740428188605086, 0, 25567
261, 1312.3106840401888, 6.938290596008301, 315, 0.7724955072656065, 0, 25881
263, 1231.3699814081192, 5.776227712631226, 268, 0.7709512887465825, 0, 26148
265, 2035.4922334551811, 12.004875421524048, 557, 0.7694101571203781, 0, 26704
267, 1407.635748744011, 7.297603130340576, 334, 0.7678721062162944, 0, 27037
269, 1139.6773917675018, 4.746967315673828, 218, 0.766337129875968, 0, 27254
271, -896.4838787317276, 1.3796205520629883, 61, 0.764805221953346, 0, 27314
272, 1161.4551055431366, 5.109982013702393, 235, 0.7640404167313927, 0, 27548
274, -1006.0527762174606, 0.2178478240966797, 8, 0.7625130999383466, 0, 27555
275, 1252.3675661087036, 5.727672338485718, 264, 0.7617505868384082, 0, 27818
277, -107.5352455675602, 8.161399841308594, 371, 0.7602278474153183, 0, 28188
278, 1349.7931588888168, 7.569748163223267, 344, 0.759467619567903, 0, 28531
279, -841.9288872778416, 2.6385650634765625, 117, 0.7587081519483351, 0, 28647
280, 893.5483906269073, 3.2979540824890137, 148, 0.7579494437963867, 0, 28794
281, -55.45970922708511, 8.199097156524658, 374, 0.7571914943525904, 0, 29167
282, 1190.1462543606758, 5.363588094711304, 245, 0.7564343028582378, 0, 29411
283, -1030.4840455055237, 0.4518544673919678, 21, 0.7556778685553796, 0, 29431
284, -342.1675862669945, 5.714530944824219, 249, 0.7549221906868242, 0, 29679
285, 1363.2881003022194, 7.227764129638672, 325, 0.7541672684961374, 0, 30003
286, 1386.42433822155, 8.252637386322021, 377, 0.7534131012276413, 0, 30379
288, -187.21502649784088, 6.6112940311431885, 301, 0.7519070284382872, 0, 30679
289, 1014.6871831417084, 4.46248722076416, 198, 0.7511551214098489, 0, 30876
291, 1084.6040796637535, 5.119372844696045, 235, 0.7496535623221505, 0, 31110
293, 1054.982364654541, 4.257227659225464, 196, 0.7481550048510686, 0, 31305
297, 2259.0229072272778, 15.053630352020264, 685, 0.7451668707698216, 0, 31989
298, -1014.4595513269305, 1.3342618942260742, 61, 0.7444217038990517, 0, 32049
299, 1453.4948113560677, 9.158997535705566, 419, 0.7436772821951526, 0, 32467
301, -1007.2548853158951, 0.12190556526184082, 4, 0.7421906713080445, 0, 32470
304, 1401.1744117736816, 7.471992254257202, 336, 0.7399663251239436, 0, 32805
305, 1519.8635286986828, 9.44704556465149, 433, 0.7392263587988196, 0, 33237
307, 1233.2614461183548, 7.2957763671875, 265, 0.7377486453075807, 0, 33501
309, 1988.8685641456395, 18.546014308929443, 849, 0.7362738857656108, 0, 34349
