episode, reward, success, duration, n_steps, epsilon, success_count, memory length, avg_critic_loss, avg_actor_loss
1, 9988.365373849869, True, 0.028001785278320312, 4, 0, 3, 0.0, 0.0
2, -9770.233083426952, False, 5.331956624984741, 428, 0, 430, 29.421958923339844, 172.70635986328125
3, -8885.26934140129, False, 6.846970558166504, 343, 0, 772, 35.68183517456055, 164.69808959960938
4, -10296.787745347945, False, 10.950391292572021, 625, 0, 1396, 27.71767234802246, 216.36204528808594
5, -8809.326766812708, False, 7.001882791519165, 401, 0, 1796, 21.80404281616211, 351.5478515625
6, -9468.997219443321, False, 6.527389287948608, 370, 0, 2165, 23.12773895263672, 352.4587097167969
7, -9515.764074966311, False, 11.013494729995728, 626, 0, 2790, 26.66532325744629, 417.4210510253906
8, -8664.520950777456, False, 10.879720449447632, 542, 0, 3331, 21.162906646728516, 462.8565368652344
9, -9188.907049344256, False, 6.0046892166137695, 336, 0, 3666, 20.971050262451172, 465.9915466308594
10, -8797.789082109928, False, 4.6386802196502686, 254, 0, 3919, 22.250598907470703, 446.7978210449219
11, -9528.289272421898, False, 14.363857507705688, 819, 0, 4737, 20.378969192504883, 461.8216247558594
12, -8784.879447698593, False, 5.626319169998169, 297, 0, 5033, 21.114164352416992, 459.3736877441406
13, -9253.303288178635, False, 7.014894723892212, 385, 0, 5417, 19.91832733154297, 444.2384033203125
14, -8519.993531882763, False, 6.598554849624634, 367, 0, 5783, 22.626096725463867, 413.4356689453125
15, -9734.577488169074, False, 10.432807922363281, 588, 0, 6370, 18.728958129882812, 417.5815734863281
16, -9259.846504804911, False, 7.09560489654541, 367, 0, 6736, 22.23517608642578, 463.80303955078125
17, -9164.112431905996, False, 6.332978010177612, 347, 0, 7082, 22.231000900268555, 470.1514892578125
18, -9417.836243510246, False, 5.9537084102630615, 329, 0, 7410, 20.575572967529297, 505.3519287109375
19, -9062.5226169105, False, 17.841307401657104, 1017, 0, 8426, 19.76279640197754, 510.47052001953125
20, 10435.009323477745, True, 3.9786572456359863, 218, 0, 8643, 24.9830379486084, 501.6808776855469
21, -9365.828943297267, False, 6.973773002624512, 365, 0, 9007, 26.47598648071289, 477.3835144042969
22, -9406.204672582448, False, 5.092542409896851, 277, 0, 9283, 17.802703857421875, 514.0384521484375
