episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, 2280.117311656475, 1, 1.3569984580026357, 204, 671, 25671, 2.289616107940674, 8.146364212036133
2, -3371.663918018341, 2, 1.7909555499936687, 276, 947, 25947, 2.0379326343536377, 8.193384170532227
3, 2018.3243277072906, 1, 2.7991237960013677, 437, 1384, 26384, 3.2583141326904297, 8.281329154968262
4, -3181.644706249237, 2, 1.2725375380032347, 197, 1581, 26581, 2.721785306930542, 8.29423713684082
5, -3618.2975058555603, 3, 3.032553144999838, 480, 2061, 27061, 3.263989210128784, 8.47169303894043
6, -4230.358629465103, 2, 2.918768019997515, 456, 2517, 27517, 3.1157898902893066, 8.570064544677734
7, -3130.1706132292747, 2, 3.0823318130060215, 485, 3002, 28002, 2.8785147666931152, 8.674620628356934
8, -7758.640907049179, 2, 7.001939622998179, 1108, 4110, 29110, 2.9711389541625977, 8.981406211853027
9, -4028.3933596611023, 2, 3.0520639479946112, 484, 4594, 29594, 3.1862549781799316, 9.383062362670898
10, -4665.909519672394, 2, 4.790801508999721, 761, 5355, 30355, 2.6974289417266846, 9.538146018981934
11, -3897.33637881279, 3, 3.1168540149956243, 495, 5850, 30850, 2.748873710632324, 9.717432022094727
12, 2241.035016477108, 1, 1.4734663199997158, 228, 6078, 31078, 2.433042049407959, 9.811150550842285
13, -4226.0743288993835, 2, 2.1096248510002624, 332, 6410, 31410, 2.94144344329834, 9.898024559020996
14, -4711.628458738327, 2, 3.6293866370033356, 568, 6978, 31978, 2.6676454544067383, 10.06225299835205
15, -4209.508873224258, 2, 3.177224915001716, 505, 7483, 32483, 3.524519920349121, 10.269773483276367
16, -5452.461835503578, 2, 4.851254105000407, 762, 8245, 33245, 3.1094915866851807, 10.482542037963867
17, -5750.945419073105, 2, 6.042305094000767, 962, 9207, 34207, 3.245811700820923, 10.704086303710938
18, -3463.7476108670235, 3, 2.983149504994799, 475, 9682, 34682, 3.2597920894622803, 10.946961402893066
19, -4103.231008529663, 3, 3.220089697999356, 511, 10193, 35193, 3.5470056533813477, 11.122983932495117
20, 2256.765543460846, 1, 1.3986850599976606, 220, 10413, 35413, 3.3792941570281982, 11.195025444030762
21, -3451.8518221378326, 2, 3.4903250509960344, 552, 10965, 35965, 2.8976123332977295, 11.24077033996582
22, 2258.393646836281, 1, 1.4260834329979843, 225, 11190, 36190, 3.8767735958099365, 11.3412446975708
23, -5145.904943943024, 2, 5.141485849002493, 820, 12010, 37010, 3.148019552230835, 11.505345344543457
24, -3804.696897506714, 3, 3.040295644001162, 481, 12491, 37491, 3.5689175128936768, 11.708548545837402
25, 2183.511241912842, 1, 1.524771017000603, 243, 12734, 37734, 2.996826648712158, 11.789953231811523
26, -3390.8609642982483, 2, 1.6501250920046004, 256, 12990, 37990, 3.068467140197754, 11.765981674194336
27, 2115.487557321787, 1, 2.65571911099687, 412, 13402, 38402, 3.7937800884246826, 11.864119529724121
28, -3050.785548567772, 2, 1.9692087790026562, 314, 13716, 38716, 2.9892895221710205, 11.901712417602539
29, -5042.115262508392, 2, 4.638154870001017, 736, 14452, 39452, 3.157606601715088, 12.118659019470215
30, 1677.924512207508, 1, 3.013768374999927, 481, 14933, 39933, 3.253101110458374, 12.315807342529297
31, -2988.802991628647, 2, 1.5768300960044144, 246, 15179, 40179, 3.2062742710113525, 12.378835678100586
32, -3400.8511192798615, 2, 1.7790190300001996, 281, 15460, 40460, 3.469008207321167, 12.510895729064941
