episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -3021.6502854824066, 3, 9.605634981009644, 237, 272, 25272, 10.28598403930664, 18.505699157714844
2, -2618.310050010681, 3, 6.0756654210272245, 147, 419, 25419, 11.293935775756836, 18.736730575561523
3, -2527.134043455124, 3, 6.3203814959852025, 151, 570, 25570, 10.443192481994629, 18.83232879638672
4, -2676.0027797222137, 3, 6.563777361006942, 155, 725, 25725, 11.039477348327637, 18.996740341186523
5, -3328.0849609375, 2, 12.137272990017664, 299, 1024, 26024, 10.86133861541748, 18.940961837768555
6, -2505.126566171646, 3, 6.723863866995089, 158, 1182, 26182, 11.326425552368164, 19.12908363342285
7, -2874.5493903160095, 3, 9.326669859001413, 234, 1416, 26416, 11.444238662719727, 19.253225326538086
8, -3628.5017362833023, 2, 15.779405371984467, 416, 1832, 26832, 10.709386825561523, 19.33373260498047
9, -4778.666846036911, 2, 15.744105666992255, 411, 2243, 27243, 11.293618202209473, 19.939754486083984
10, -3157.8502048254013, 2, 11.982313951011747, 314, 2557, 27557, 10.324317932128906, 20.187788009643555
11, -3510.993492126465, 2, 11.93631473602727, 309, 2866, 27866, 11.125067710876465, 20.697933197021484
12, -2432.1168460845947, 3, 5.953872264013626, 161, 3027, 28027, 11.204450607299805, 20.681533813476562
13, -3469.416559934616, 3, 10.361726673028897, 287, 3314, 28314, 11.812670707702637, 20.85715675354004
14, -2723.2424261569977, 3, 5.951929774018936, 170, 3484, 28484, 11.213882446289062, 21.091955184936523
15, 2334.411555826664, 1, 4.916099022026174, 134, 3618, 28618, 11.186513900756836, 21.108469009399414
16, -3026.8631806373596, 2, 6.921965577988885, 191, 3809, 28809, 11.039255142211914, 21.315223693847656
17, -2688.3886177539825, 3, 6.1169769070111215, 169, 3978, 28978, 11.835538864135742, 21.30097770690918
18, -4048.901163816452, 2, 11.177666982053779, 322, 4300, 29300, 11.269562721252441, 21.58141326904297
19, -2541.199859857559, 3, 6.11611606401857, 171, 4471, 29471, 10.907464027404785, 21.587894439697266
20, -2835.6164844036102, 3, 6.318425040051807, 173, 4644, 29644, 10.963208198547363, 21.99990463256836
21, 2427.4369424581528, 1, 2.309452076035086, 61, 4705, 29705, 10.448832511901855, 22.185070037841797
22, -3875.742249727249, 2, 9.359731271979399, 270, 4975, 29975, 12.102055549621582, 22.126646041870117
23, -2816.616902589798, 3, 6.551068542001303, 175, 5150, 30150, 12.219037055969238, 22.421518325805664
24, -2555.9625750780106, 3, 5.948325511009898, 172, 5322, 30322, 12.158889770507812, 22.404205322265625
25, -3607.020545721054, 2, 12.134609617001843, 343, 5665, 30665, 12.293174743652344, 22.821460723876953
26, -2611.2746473550797, 3, 6.15292198798852, 175, 5840, 30840, 11.369811058044434, 22.68903923034668
27, -2570.6069650650024, 3, 8.92372374801198, 249, 6089, 31089, 11.449637413024902, 22.995121002197266
28, -2597.926440477371, 3, 5.960112605011091, 170, 6259, 31259, 12.467217445373535, 23.25273895263672
29, -2583.5667440891266, 3, 6.350424925971311, 166, 6425, 31425, 11.544111251831055, 23.262250900268555
30, -2841.240843296051, 3, 6.359382007969543, 177, 6602, 31602, 11.374409675598145, 23.280654907226562
31, -2673.615115404129, 3, 6.117962024000008, 169, 6771, 31771, 11.957462310791016, 23.704235076904297
32, -2810.3841514587402, 3, 5.953926060989033, 170, 6941, 31941, 11.984565734863281, 23.679237365722656
33, -2471.595980167389, 3, 6.117421266040765, 167, 7108, 32108, 11.801044464111328, 23.811126708984375
34, -2731.27029132843, 3, 6.121308652043808, 171, 7279, 32279, 11.963574409484863, 24.048200607299805
35, -4159.206942796707, 3, 21.390299114980735, 614, 7893, 32893, 11.770658493041992, 24.131582260131836
36, -2818.5268647670746, 3, 6.122580606024712, 170, 8063, 33063, 11.518142700195312, 24.245986938476562
37, -2840.2213504314423, 3, 6.722482378012501, 182, 8245, 33245, 12.491863250732422, 24.767988204956055
38, -3034.695490837097, 3, 9.965147277980577, 281, 8526, 33526, 11.54957389831543, 24.57662010192871
39, -3687.3047907948494, 2, 11.332286580989603, 315, 8841, 33841, 11.803948402404785, 24.9433536529541
40, -3755.9937868118286, 2, 13.775592112971935, 389, 9230, 34230, 11.648758888244629, 25.21708869934082
41, -3487.408453464508, 3, 10.931234330986626, 305, 9535, 34535, 12.101189613342285, 25.743553161621094
42, -2840.6155796051025, 3, 6.157475820975378, 172, 9707, 34707, 12.874115943908691, 26.00537872314453
43, 2234.669177263975, 1, 8.321622120041866, 234, 9941, 34941, 11.888531684875488, 25.934965133666992
44, -3013.595591068268, 3, 1.7389479900011793, 45, 9986, 34986, 11.981163024902344, 25.870311737060547
45, -3528.7451434135437, 3, 12.13391072495142, 344, 10330, 35330, 12.977676391601562, 26.241159439086914
46, -2532.8735845685005, 3, 8.960329636000097, 250, 10580, 35580, 12.032137870788574, 26.488065719604492
47, -2871.319580078125, 3, 6.122274915978778, 170, 10750, 35750, 12.120806694030762, 26.737422943115234
