episode, reward, n_steps, epsilon, success_count, memory length
1, 102.87600094079971, 125, 1.0, 1, 124
2, -400.3421416282654, 327, 0.99, 1, 450
3, -472.6527163758874, 500, 0.9801, 1, 949
4, -400.71054169535637, 500, 0.9702989999999999, 1, 1448
5, -81.65956308459863, 500, 0.96059601, 1, 1947
6, -275.0802429355681, 500, 0.9509900498999999, 1, 2446
7, -291.8957136813551, 500, 0.9414801494009999, 1, 2945
8, 100.41308325529099, 167, 0.9320653479069899, 2, 3111
9, 2.4169872626662254, 17, 0.92274469442792, 2, 3127
10, 5.9200791623443365, 52, 0.9135172474836407, 2, 3178
11, -50.95834167487919, 110, 0.9043820750088043, 2, 3287
12, -46.56180519476766, 149, 0.8953382542587163, 2, 3435
13, -101.55376726295799, 160, 0.8863848717161291, 2, 3594
14, -34.47655978426337, 52, 0.8775210229989678, 2, 3645
15, -24.978405015077442, 63, 0.8687458127689781, 2, 3707
16, -3.9248935733921826, 62, 0.8600583546412883, 2, 3768
17, 5.3527053371071815, 29, 0.8514577710948754, 2, 3796
18, -9.290424888953567, 23, 0.8429431933839266, 2, 3818
19, -8.784288868308067, 19, 0.8345137614500874, 2, 3836
20, -7.231561880558729, 29, 0.8261686238355865, 2, 3864
21, 5.5976431127637625, 28, 0.8179069375972307, 2, 3891
22, -58.168644934892654, 98, 0.8097278682212583, 2, 3988
23, -25.962235940620303, 46, 0.8016305895390458, 2, 4033
24, -5.831908989697695, 27, 0.7936142836436553, 2, 4059
25, -19.763421952724457, 24, 0.7856781408072188, 2, 4082
26, -20.91174670867622, 44, 0.7778213593991465, 2, 4125
27, -48.43027628958225, 44, 0.7700431458051551, 2, 4168
28, -5.599418446421623, 22, 0.7623427143471035, 2, 4189
29, -33.5278297457844, 61, 0.7547192872036325, 2, 4249
30, 7.827835112810135, 7, 0.7471720943315961, 2, 4255
31, 6.719946597702801, 11, 0.7397003733882802, 2, 4265
32, -11.975603185594082, 25, 0.7323033696543974, 2, 4289
33, 6.960987627506256, 6, 0.7249803359578534, 2, 4294
34, 1.357116550207138, 11, 0.7177305325982748, 2, 4304
35, -10.758678868412971, 40, 0.7105532272722921, 2, 4343
36, -57.16226824745536, 119, 0.7034476949995692, 2, 4461
37, -99.22298465447966, 144, 0.6964132180495735, 2, 4604
38, -0.19998751487582922, 38, 0.6894490858690777, 2, 4641
39, -4.1591508239507675, 20, 0.682554595010387, 2, 4660
40, 0.28371015191078186, 32, 0.6757290490602831, 2, 4691
41, -7.684659898281097, 14, 0.6689717585696803, 2, 4704
42, -43.09762031957507, 74, 0.6622820409839835, 2, 4777
43, -7.166213806718588, 21, 0.6556592205741436, 2, 4797
44, -16.358056377619505, 75, 0.6491026283684022, 2, 4871
45, -13.438147693872452, 24, 0.6426116020847181, 2, 4894
46, -30.47708362340927, 33, 0.6361854860638709, 2, 4926
47, -10.465132504701614, 20, 0.6298236312032323, 2, 4945
48, -13.766651241108775, 30, 0.6235253948912, 2, 4974
49, -49.22750248014927, 53, 0.617290140942288, 2, 5026
50, -70.53597892913967, 106, 0.6111172395328651, 2, 5131
51, 7.010516554117203, 16, 0.6050060671375365, 2, 5146
52, -26.307923018932343, 38, 0.5989560064661611, 2, 5183
53, -8.801021829247475, 21, 0.5929664464014994, 2, 5203
54, -6.849603280425072, 51, 0.5870367819374844, 2, 5253
55, -23.02596788853407, 27, 0.5811664141181095, 2, 5279
56, 8.141576588153839, 5, 0.5753547499769285, 2, 5283
57, 1.1945128664374352, 35, 0.5696012024771592, 2, 5317
58, -54.53380636125803, 57, 0.5639051904523876, 2, 5373
59, -44.455319970846176, 58, 0.5582661385478638, 2, 5430
60, -4.367173865437508, 26, 0.5526834771623851, 2, 5455
61, -35.38488633930683, 64, 0.5471566423907612, 2, 5518
62, -41.131595611572266, 39, 0.5416850759668536, 2, 5556
63, -59.85141269117594, 65, 0.536268225207185, 2, 5620
64, -15.291705969721079, 42, 0.5309055429551132, 2, 5661
65, -28.106829091906548, 32, 0.525596487525562, 2, 5692
66, 3.276315715163946, 41, 0.5203405226503064, 2, 5732
67, -46.05165305733681, 68, 0.5151371174238033, 2, 5799
68, -16.06948565202765, 41, 0.5099857462495653, 2, 5839
69, -6.201792024075985, 18, 0.5048858887870696, 2, 5856
70, -36.80998641252518, 33, 0.4998370298991989, 2, 5888
71, -10.66516925371252, 51, 0.49483865960020695, 2, 5938
72, -53.486736042192206, 124, 0.4898902730042049, 2, 6061
73, -16.36741725029424, 72, 0.48499137027416284, 2, 6132
