episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
8301, 2360.826711386442, 1, 5.3685847679153085, 46, 1345709, 1000000, 59.1092529296875, 343.0352478027344, 6.103478169635587e-07
8302, 2408.090495198965, 1, 8.325484037050046, 64, 1345773, 1000000, 57.37714385986328, 349.1549377441406, 3.2737443689256907e-07
8303, 2373.2093130350113, 1, 11.936259004054591, 91, 1345864, 1000000, 57.13458251953125, 347.80645751953125, 4.1675917640492157e-07
8304, 2252.214158028364, 1, 19.401004174957052, 148, 1346012, 1000000, 61.49139404296875, 348.1173095703125, 1.868717624126254e-07
8305, 2180.94340968132, 1, 14.507660217001103, 122, 1346134, 1000000, 58.10513687133789, 349.6347351074219, 2.4215532008741725e-07
8306, 1933.056792974472, 1, 16.961255634087138, 143, 1346277, 1000000, 59.51692199707031, 350.4095153808594, 2.5739183427987397e-07
8307, 2096.7867645919323, 1, 18.551598190912046, 158, 1346435, 1000000, 58.56309509277344, 349.36114501953125, 1.5339265942950792e-07
8308, 2356.6874662935734, 1, 10.56969555595424, 92, 1346527, 1000000, 59.55984115600586, 349.07373046875, 2.4216411554295086e-07
8309, 2287.493229031563, 1, 12.718016400001943, 109, 1346636, 1000000, 57.20109939575195, 349.94732666015625, 2.402844283422199e-07
8310, 2362.530862301588, 1, 10.529253632063046, 87, 1346723, 1000000, 57.69662094116211, 349.8016357421875, 2.673337364505077e-07
8311, 2332.8353855013847, 1, 9.349456074996851, 80, 1346803, 1000000, 58.00348663330078, 350.04132080078125, 3.064240445382893e-07
8312, 1877.8566851317883, 1, 27.577263771905564, 233, 1347036, 1000000, 58.15403747558594, 348.7130432128906, 9.41245356982358e-08
8313, 2016.3771041631699, 1, 11.133287039003335, 92, 1347128, 1000000, 56.499237060546875, 350.4013977050781, 4.038700590962949e-07
8314, 2324.2310134768486, 1, 11.161557762068696, 94, 1347222, 1000000, 56.35450744628906, 349.3273010253906, 6.137118536107084e-07
8315, -2254.7773648500443, 3, 8.518111673998646, 69, 1347291, 1000000, 56.88420486450195, 349.4264221191406, 3.6136328202226886e-07
8316, 2360.582504570484, 1, 9.348931113025174, 75, 1347366, 1000000, 58.721126556396484, 350.3369140625, 2.765733127792676e-07
8317, -1386.850902915001, 4, 49.234995155013166, 415, 1347781, 1000000, 58.58757019042969, 349.1419677734375, 6.327972220010069e-08
8318, 2382.7573020756245, 1, 5.918993132072501, 48, 1347829, 1000000, 57.850826263427734, 348.9308166503906, 8.264784507143e-07
8319, 2431.7393328249454, 1, 7.743615934974514, 63, 1347892, 1000000, 57.75645446777344, 348.07855224609375, 5.842386079686028e-07
8320, 2261.1829712688923, 1, 15.945258244988509, 134, 1348026, 1000000, 59.97368621826172, 349.8249206542969, 2.0275378961171676e-07
8321, 2312.104448080063, 1, 11.33391985995695, 88, 1348114, 1000000, 56.3931770324707, 349.1230773925781, 2.801706696945158e-07
8322, 1896.9633785486221, 1, 27.99529445404187, 234, 1348348, 1000000, 58.961578369140625, 350.0435791015625, 1.4803800174695814e-07
8323, 1564.2380124926567, 1, 25.36370084004011, 213, 1348561, 1000000, 58.46450424194336, 350.2004699707031, 9.902352860695879e-08
8324, 2126.8567385673523, 1, 19.549856237019412, 167, 1348728, 1000000, 55.882118225097656, 349.2442932128906, 2.994432119641475e-07
8325, 2340.4664117097855, 1, 9.143827092950232, 80, 1348808, 1000000, 55.642723083496094, 349.055908203125, 4.7056382754817607e-07
8326, 2307.2081695199013, 1, 15.942852267995477, 136, 1348944, 1000000, 57.54289245605469, 348.740478515625, 1.7820532187162078e-07
8327, -2539.3150173425674, 3, 13.537753653014079, 116, 1349060, 1000000, 60.1234130859375, 349.36077880859375, 3.082667686173628e-07
8328, 2456.9716627001762, 1, 5.716540972003713, 48, 1349108, 1000000, 56.75132751464844, 349.2353515625, 4.961887801376482e-07
8329, -863.3146629333496, 5, 5.136083669029176, 45, 1349153, 1000000, 57.96400833129883, 348.8768005371094, 4.376879789763027e-07
8330, 2212.3432223796844, 1, 11.730636121006683, 98, 1349251, 1000000, 60.37846755981445, 349.1336975097656, 2.971833704837731e-07
8331, 1620.4100094735622, 1, 39.63160144304857, 346, 1349597, 1000000, 58.867801666259766, 349.54925537109375, 7.730919458618053e-08
8332, 2294.5916806459427, 1, 15.341731910943054, 124, 1349721, 1000000, 58.64610290527344, 348.84503173828125, 2.9570148927309823e-07
8333, 1753.6342792510986, 1, 29.492706162971444, 232, 1349953, 1000000, 58.98399353027344, 349.493896484375, 1.002456350573178e-07
8334, 2346.479059368372, 1, 9.657167540979572, 78, 1350031, 1000000, 61.866310119628906, 349.4800720214844, 6.294755551677483e-07
8335, 2324.134970188141, 1, 9.369141357019544, 79, 1350110, 1000000, 61.39297866821289, 349.4639892578125, 2.9527788533817365e-07
8336, 2302.2423509657383, 1, 11.50749229406938, 95, 1350205, 1000000, 58.20207214355469, 349.5826110839844, 2.2569377171365837e-07
8337, 2052.2487681508064, 1, 16.350215762038715, 134, 1350339, 1000000, 59.98588180541992, 349.1529541015625, 2.027468394432495e-07
8338, 2355.1997593045235, 1, 9.406728378031403, 79, 1350418, 1000000, 58.06522750854492, 349.54290771484375, 3.739613803881633e-07
8339, 2128.2753333747387, 1, 20.110180831048638, 166, 1350584, 1000000, 58.97171401977539, 349.34320068359375, 1.4473440080701585e-07
8340, 1972.6068185269833, 1, 22.785502453916706, 189, 1350773, 1000000, 58.910099029541016, 349.2841796875, 1.637033487438525e-07
8341, 2220.3947960734367, 1, 15.141402621055022, 126, 1350899, 1000000, 59.93635559082031, 349.6946105957031, 1.723889172786758e-07
8342, 2251.052310049534, 1, 14.14041781600099, 118, 1351017, 1000000, 58.04195022583008, 348.9686584472656, 1.8229652827574034e-07
8343, 2121.271279156208, 1, 14.140230854041874, 119, 1351136, 1000000, 59.58524703979492, 350.0812683105469, 2.506128394929301e-07
8344, 2170.8646720051765, 1, 16.144473770051263, 139, 1351275, 1000000, 59.63516616821289, 348.6236572265625, 1.4671931887487714e-07
8345, 2372.6391001939774, 1, 11.955662255990319, 96, 1351371, 1000000, 58.919918060302734, 348.713623046875, 2.990103287932773e-07
8346, 2286.9825252890587, 1, 17.54643424495589, 148, 1351519, 1000000, 59.69774627685547, 349.80303955078125, 1.930071645089098e-07
8347, 2326.984867423773, 1, 14.773658174090087, 122, 1351641, 1000000, 59.460201263427734, 349.0809020996094, 2.1468034991231122e-07
8348, 1742.7052737474442, 1, 37.20052474306431, 318, 1351959, 1000000, 58.506534576416016, 348.837890625, 6.742423997735077e-08
8349, 2355.3006507754326, 1, 8.948422119952738, 77, 1352036, 1000000, 60.995174407958984, 349.7885437011719, 3.5283065026069614e-07
8350, -2658.320721924305, 3, 20.358830115990713, 175, 1352211, 1000000, 59.5389404296875, 350.1133728027344, 1.4048535376787186e-07
8351, 1562.5915529727936, 1, 30.581899338052608, 259, 1352470, 1000000, 59.87500762939453, 348.85003662109375, 9.599993990655111e-08
8352, 2144.7831186950207, 1, 16.947207498014905, 141, 1352611, 1000000, 59.17050552368164, 348.62017822265625, 2.2339687438298626e-07
8353, 2329.2818244695663, 1, 13.21056071401108, 112, 1352723, 1000000, 56.80423355102539, 349.00726318359375, 2.4319680440904836e-07
8354, 1950.7382325530052, 1, 17.2997148350114, 151, 1352874, 1000000, 60.295509338378906, 349.6675720214844, 1.577281127899688e-07
8355, 1615.2532535493374, 1, 39.63326178700663, 333, 1353207, 1000000, 58.27825164794922, 349.3062744140625, 6.35526274462362e-08
8356, 2318.619484901428, 1, 13.536782042006962, 111, 1353318, 1000000, 62.9024772644043, 349.3486328125, 3.831888976934794e-07
8357, 2147.1046667695045, 1, 17.659651764901355, 146, 1353464, 1000000, 58.811134338378906, 349.16021728515625, 1.664723154820808e-07
8358, 2310.3690954446793, 1, 10.442378435051069, 87, 1353551, 1000000, 57.79238510131836, 348.5868835449219, 2.609081459285199e-07
8359, 2219.010515868664, 1, 16.56486844609026, 140, 1353691, 1000000, 57.594329833984375, 349.3058166503906, 1.6811453471226352e-07
8360, 2039.3019264936447, 1, 21.758594605955295, 185, 1353876, 1000000, 60.36735534667969, 349.8222961425781, 1.2722747350061262e-07
8361, 2212.195503294468, 1, 13.367879157071002, 114, 1353990, 1000000, 55.89593505859375, 349.2820739746094, 1.9788664455215135e-07
8362, 2365.774904727936, 1, 10.119076733943075, 86, 1354076, 1000000, 58.673980712890625, 349.7274169921875, 4.710353434432385e-07
8363, 2249.2742695212364, 1, 17.169922378961928, 141, 1354217, 1000000, 57.941184997558594, 349.2254943847656, 1.560279055901453e-07
8364, 2149.3829080611467, 1, 21.177363601047546, 181, 1354398, 1000000, 59.077484130859375, 349.1282653808594, 1.8985087864965366e-07
8365, 2326.0064510703087, 1, 11.532560514984652, 98, 1354496, 1000000, 58.962684631347656, 350.1139221191406, 2.237751946917602e-07
8366, 2381.731491357088, 1, 9.926631918991916, 84, 1354580, 1000000, 59.57124710083008, 349.2488708496094, 2.560943054656188e-07
8367, 1634.7331161499023, 1, 38.445798918022774, 321, 1354901, 1000000, 56.92354202270508, 348.6270751953125, 8.746707446385766e-08
8368, 2302.0791370868683, 1, 12.913817870081402, 112, 1355013, 1000000, 58.86658477783203, 348.80413818359375, 2.812407079285809e-07
8369, 2344.9534001350403, 1, 11.61562271101866, 103, 1355116, 1000000, 58.62884521484375, 349.2302551269531, 2.78019002702051e-07
8370, 2031.3510971665382, 1, 20.900011177989654, 181, 1355297, 1000000, 57.902095794677734, 350.0298156738281, 1.1537530207337596e-07
8371, 2273.020339548588, 1, 14.138156514032744, 124, 1355421, 1000000, 58.258148193359375, 349.4366149902344, 4.111610788611635e-07
8372, 2303.1539807915688, 1, 12.962245553964749, 113, 1355534, 1000000, 58.30511474609375, 348.644775390625, 3.040881530769103e-07
8373, 2023.1396797299385, 1, 22.358498145942576, 194, 1355728, 1000000, 58.92140579223633, 349.5809326171875, 1.4940166327449463e-07
8374, 1355.2364479005337, 1, 45.22577889007516, 401, 1356129, 1000000, 57.37724685668945, 348.97564697265625, 1.403791690593646e-07
8375, 2350.3510122299194, 1, 8.524265677900985, 74, 1356203, 1000000, 58.677398681640625, 348.7207946777344, 4.7095975763088946e-07
8376, 2200.8375101983547, 1, 16.985592955024913, 151, 1356354, 1000000, 60.02967834472656, 349.24530029296875, 3.0666262848882486e-07
8377, 2303.473958194256, 1, 15.54710588301532, 132, 1356486, 1000000, 56.86640930175781, 348.7731018066406, 1.5449988881521154e-07
