episode, reward, success, duration, n_steps, memory length, avg_critic_loss, avg_actor_loss
1, 1836.5571883916855, 1, 7.8849265575408936, 232, 230, 0.20492392778396606, 126.36650848388672
2, -2745.8356738090515, 2, 5.783024311065674, 148, 376, 8.92587661743164, 196.91754150390625
3, -3244.375876903534, 2, 9.795772075653076, 207, 581, 10.241276741027832, 241.1140899658203
4, -2732.288928568363, 2, 13.29458212852478, 228, 807, 9.77370548248291, 339.82989501953125
5, -2674.951625108719, 3, 11.120449781417847, 199, 1004, 9.538826942443848, 386.7467041015625
6, -4088.071878671646, 3, 8.18892765045166, 289, 1291, 9.977909088134766, 446.9549560546875
7, -2966.8152278363705, 4, 27.593223094940186, 998, 2287, 7.760313034057617, 572.0667724609375
8, -3290.2897832393646, 2, 9.674262762069702, 348, 2633, 5.905061721801758, 543.6392211914062
9, -3320.5985956192017, 2, 11.906532049179077, 455, 3086, 5.421867370605469, 556.4133911132812
10, -3296.3661971092224, 2, 7.104334592819214, 275, 3359, 4.597835063934326, 544.6517333984375
11, -3354.958419919014, 2, 11.116146087646484, 417, 3774, 5.2228851318359375, 559.7495727539062
12, -3420.8902938365936, 3, 7.739330291748047, 298, 4070, 4.181843280792236, 584.475830078125
13, -3273.3063787817955, 2, 12.39167046546936, 466, 4534, 5.426897048950195, 621.5868530273438
14, -2533.035274386406, 3, 7.602277994155884, 281, 4813, 4.63487434387207, 642.3179931640625
15, -2930.2252159118652, 3, 7.513181209564209, 279, 5090, 4.6226348876953125, 656.5458374023438
16, -3138.1079223155975, 3, 8.609799146652222, 281, 5369, 6.083719730377197, 670.5659790039062
17, -3434.9134027957916, 2, 10.712051630020142, 294, 5661, 5.551530838012695, 702.0048217773438
18, -2752.7217116355896, 3, 8.104058504104614, 266, 5925, 6.312199115753174, 722.924072265625
19, -4085.2267169952393, 2, 9.819548845291138, 335, 6258, 6.066962242126465, 760.2391967773438
20, -2680.857065677643, 3, 7.797573089599609, 280, 6536, 6.333977222442627, 792.9034423828125
21, -3092.067368030548, 3, 8.141984701156616, 291, 6825, 5.94093656539917, 811.955810546875
22, -3209.2539081573486, 2, 8.714675426483154, 313, 7136, 5.805766582489014, 832.6137084960938
23, -3510.1068794727325, 2, 11.712924242019653, 414, 7548, 5.704958915710449, 869.2378540039062
24, -5879.283467173576, 2, 17.672505140304565, 633, 8179, 5.932794094085693, 935.85009765625
25, 2341.1940664052963, 1, 5.399139642715454, 199, 8376, 6.227813720703125, 980.3331298828125
26, -2929.5606434345245, 2, 3.451512575149536, 125, 8499, 4.884621620178223, 990.48681640625
27, -2811.053370475769, 3, 7.5196754932403564, 271, 8768, 5.347009181976318, 1032.3114013671875
28, -2817.5223227739334, 3, 7.791765451431274, 281, 9047, 6.749646186828613, 1057.309326171875
29, -2931.321265935898, 3, 7.619491338729858, 274, 9319, 7.120601177215576, 1082.8193359375
30, -3324.668375492096, 2, 8.079795122146606, 292, 9609, 5.8267107009887695, 1109.619873046875
31, -3451.8389105796814, 2, 9.395158290863037, 327, 9934, 6.284470081329346, 1130.1728515625
32, -5115.647472381592, 2, 15.184656858444214, 513, 10445, 6.924070835113525, 1180.195556640625
33, -3231.345493555069, 3, 8.20744276046753, 283, 10726, 6.439896583557129, 1252.9248046875
34, -3187.2382011413574, 3, 8.244564056396484, 287, 11011, 6.521614074707031, 1276.1888427734375
35, -3186.5740290880203, 2, 9.717105388641357, 334, 11343, 7.232642650604248, 1328.4183349609375
36, -3203.152088403702, 3, 7.591851472854614, 281, 11622, 6.400127410888672, 1342.287353515625
37, -2800.1743190288544, 3, 7.81130576133728, 287, 11907, 6.681051731109619, 1385.80078125
38, -2547.7445096969604, 3, 7.720090627670288, 282, 12187, 6.576336860656738, 1399.7215576171875
39, -3998.728304862976, 2, 9.959132194519043, 345, 12530, 7.096257209777832, 1444.9014892578125
40, -3114.408357143402, 2, 9.469238996505737, 321, 12849, 5.835544109344482, 1482.3804931640625
41, -3253.0203042030334, 3, 8.131837129592896, 279, 13126, 6.62227725982666, 1521.787353515625
42, 2100.4861837625504, 1, 5.497624397277832, 201, 13325, 6.570993423461914, 1504.1263427734375
43, -3250.2012588977814, 2, 3.7736055850982666, 139, 13462, 7.37863826751709, 1530.8419189453125
44, -3324.828034877777, 2, 8.995505809783936, 325, 13785, 6.750111103057861, 1584.6903076171875
45, -2974.400302886963, 3, 8.119351863861084, 288, 14071, 7.243553161621094, 1603.880859375
46, -3094.951408624649, 2, 7.939839124679565, 272, 14341, 5.797506332397461, 1619.435546875
47, -2648.6764398813248, 3, 7.961835622787476, 273, 14612, 7.066898345947266, 1645.00341796875
48, -4224.928995370865, 2, 10.710004568099976, 365, 14975, 6.798882961273193, 1694.0672607421875
49, -3811.6175117492676, 2, 9.152971029281616, 328, 15301, 7.624021053314209, 1754.1854248046875
50, -3836.2657306194305, 2, 9.721932411193848, 350, 15649, 6.803267955780029, 1804.7005615234375
51, -3136.6460897922516, 2, 8.827579259872437, 316, 15963, 7.724606513977051, 1828.8985595703125
52, -4614.7092661857605, 2, 15.689058542251587, 524, 16485, 6.910926342010498, 1879.3018798828125
53, -2864.3889577388763, 3, 7.718611717224121, 259, 16742, 7.460809230804443, 1938.7200927734375
54, -3350.509796142578, 3, 8.542198896408081, 289, 17029, 7.5251970291137695, 1976.2342529296875
55, -2984.2856509685516, 3, 8.161104202270508, 277, 17304, 7.588464260101318, 2007.856689453125
56, -4216.155151128769, 2, 10.365482330322266, 358, 17660, 7.568296432495117, 2033.0567626953125
57, -2862.0825295448303, 3, 7.22824239730835, 263, 17921, 9.129443168640137, 2086.93310546875
58, -3521.642888903618, 3, 7.864524602890015, 280, 18199, 7.682372093200684, 2133.63720703125
59, -2757.2359499931335, 3, 7.41465425491333, 251, 18448, 7.267964839935303, 2117.507568359375
60, -3380.1680891513824, 3, 8.20570158958435, 287, 18733, 7.164473533630371, 2188.093017578125
61, -2887.2545549869537, 3, 7.635339736938477, 273, 19004, 7.482797622680664, 2195.28515625
62, -3264.270934820175, 2, 8.816337823867798, 310, 19312, 7.774147033691406, 2238.52490234375
63, -2550.7098392248154, 3, 11.257232904434204, 220, 19530, 6.770744800567627, 2278.85595703125
64, -3171.4134497642517, 2, 7.631686210632324, 237, 19765, 8.056559562683105, 2292.01904296875
65, -4485.079516887665, 2, 18.17500400543213, 600, 20363, 6.451948165893555, 2354.848876953125
66, -3215.419127702713, 3, 8.820722103118896, 282, 20643, 7.348119258880615, 2388.74755859375
67, -3233.513470888138, 2, 8.05669355392456, 254, 20895, 7.795255661010742, 2414.363037109375
68, -3008.4977691173553, 3, 9.476768016815186, 211, 21104, 8.246003150939941, 2466.409912109375
69, 2220.9671602249146, 1, 7.139909267425537, 144, 21246, 8.316777229309082, 2491.48779296875
70, -3765.8627194166183, 2, 13.899872303009033, 257, 21501, 7.12792444229126, 2504.1748046875
71, -3755.148347735405, 4, 37.105945110321045, 998, 22497, 7.554488182067871, 2624.84375
72, -3701.824329853058, 2, 9.359212398529053, 326, 22821, 7.610789775848389, 2658.336669921875
73, -2705.513496398926, 3, 7.90197229385376, 274, 23093, 6.7551703453063965, 2722.11572265625
74, -2896.7713079452515, 3, 8.265710353851318, 279, 23370, 7.594193458557129, 2718.711181640625
75, -5275.34679210186, 2, 15.006457567214966, 551, 23919, 7.863098621368408, 2778.012939453125
76, -3139.517673254013, 2, 9.119775533676147, 311, 24228, 7.430858135223389, 2834.41943359375
77, -3724.2163455486298, 2, 9.667285203933716, 334, 24560, 7.165372371673584, 2877.607421875
