episode, reward, duration, n_steps, epsilon, success_count, memory length
4101, 424.2091251015663, 1.7845244407653809, 65, 0.04996170339735633, 0, 100000
4102, -3097.6988307237625, 37.96264719963074, 1498, 0.04996170339735633, 0, 100000
4103, -1327.7798663377762, 34.727781534194946, 1360, 0.04996170339735633, 0, 100000
4104, -4792.674329996109, 31.06730318069458, 1224, 0.04996170339735633, 0, 100000
4105, -3394.9572044610977, 38.086103677749634, 1498, 0.04996170339735633, 0, 100000
4106, 228.4395411014557, 5.7328526973724365, 226, 0.04996170339735633, 0, 100000
4107, 31.14221304655075, 10.781248092651367, 418, 0.04996170339735633, 0, 100000
4108, -3749.308214187622, 25.9354407787323, 1069, 0.04996170339735633, 0, 100000
4109, -1480.448151409626, 26.85660195350647, 1235, 0.04996170339735633, 0, 100000
4110, -863.2764138579369, 21.937304496765137, 1025, 0.04996170339735633, 0, 100000
4111, -3150.796321630478, 32.51011872291565, 1498, 0.04996170339735633, 0, 100000
4112, -4182.433930516243, 32.389238595962524, 1498, 0.04996170339735633, 0, 100000
4113, 249.65535897016525, 4.924183130264282, 222, 0.04996170339735633, 0, 100000
4114, -3162.7606531977654, 32.77549600601196, 1498, 0.04996170339735633, 0, 100000
4115, -751.3945191502571, 25.076969146728516, 1146, 0.04996170339735633, 0, 100000
4116, 21.58314847946167, 7.417910575866699, 336, 0.04996170339735633, 0, 100000
4117, -3237.12560236454, 32.498549699783325, 1498, 0.04996170339735633, 0, 100000
4118, -3645.377285003662, 33.55749845504761, 1498, 0.04996170339735633, 0, 100000
4119, -3459.423779308796, 32.60851693153381, 1498, 0.04996170339735633, 0, 100000
4120, -3148.5202820301056, 32.35852789878845, 1498, 0.04996170339735633, 0, 100000
4121, -1274.6547632217407, 22.91035509109497, 1053, 0.04996170339735633, 0, 100000
4122, -178.32115173339844, 10.656026840209961, 486, 0.04996170339735633, 0, 100000
4123, -4600.216972053051, 29.709068059921265, 1363, 0.04996170339735633, 0, 100000
4124, -3192.895032644272, 32.60829043388367, 1498, 0.04996170339735633, 0, 100000
4125, -365.0505417585373, 16.84151816368103, 770, 0.04996170339735633, 0, 100000
4126, 494.10752618312836, 0.09782648086547852, 4, 0.04996170339735633, 0, 100000
4127, -3536.75133228302, 32.61841917037964, 1498, 0.04996170339735633, 0, 100000
4128, -3174.9340304732323, 32.439560651779175, 1498, 0.04996170339735633, 0, 100000
4129, -3370.350205898285, 32.05194687843323, 1498, 0.04996170339735633, 0, 100000
4130, -2278.826417863369, 12.16787838935852, 559, 0.04996170339735633, 0, 100000
4131, -3148.9412748217583, 32.23329424858093, 1498, 0.04996170339735633, 0, 100000
4132, -3357.928110897541, 32.61136484146118, 1498, 0.04996170339735633, 0, 100000
4133, -3127.676901459694, 32.631906270980835, 1498, 0.04996170339735633, 0, 100000
4134, -3091.541334748268, 32.72550368309021, 1498, 0.04996170339735633, 0, 100000
