episode, reward, success, duration, n_steps, success_count, memory length, avg_critic_loss, avg_actor_loss
1, 392.02115178108215, True, 0.11495041847229004, 4, 0, 4, 0.0, 0.0
2, -835.1594814062119, False, 13.56813359260559, 498, 0, 502, 337.8086242675781, -0.7288501262664795
3, -588.035110116005, False, 20.742548942565918, 313, 0, 815, 385.3863220214844, -0.42655321955680847
4, -481.0669276714325, False, 22.782973051071167, 278, 0, 1093, 289.9175720214844, 0.14939624071121216
5, -638.1519100666046, False, 19.369882345199585, 347, 0, 1440, 227.72703552246094, 0.6450178027153015
6, -818.1782854795456, False, 28.04177737236023, 498, 0, 1938, 222.42489624023438, 1.0296372175216675
7, -719.2461522817612, False, 27.976964950561523, 498, 0, 2436, 172.03321838378906, 1.2316197156906128
8, -914.8714493513107, False, 34.58357810974121, 498, 0, 2934, 113.08251190185547, 1.4082095623016357
9, 8.674767971038818, True, 32.45357799530029, 308, 0, 3242, 132.88597106933594, 1.4695504903793335
10, -200.1946084499359, False, 6.765182971954346, 56, 0, 3298, 293.8791198730469, 1.4035627841949463
11, -399.0348570346832, False, 21.695590257644653, 244, 0, 3542, 230.09686279296875, 1.4321434497833252
12, -792.0784330368042, False, 33.40755605697632, 498, 0, 4040, 172.72889709472656, 1.497496485710144
13, -538.3627344369888, False, 22.402785301208496, 320, 0, 4360, 212.1719970703125, 1.4565831422805786
14, -705.9384614229202, False, 25.555410623550415, 412, 0, 4772, 177.04164123535156, 1.4831444025039673
15, -830.1885343790054, False, 33.86764407157898, 498, 0, 5270, 143.50267028808594, 1.5394558906555176
16, -359.0776365995407, False, 11.242212772369385, 166, 0, 5436, 138.3589324951172, 1.5980794429779053
17, 188.44747722148895, True, 13.62460994720459, 186, 0, 5622, 154.3219757080078, 1.57611882686615
18, -643.1840133666992, False, 37.447028398513794, 498, 0, 6120, 196.5753173828125, 1.331092357635498
19, -484.8923338651657, False, 22.43638849258423, 278, 0, 6398, 166.1732940673828, 1.3750485181808472
20, -749.4008890390396, False, 35.48739266395569, 393, 0, 6791, 148.8515167236328, 1.4021058082580566
21, -670.8781422376633, False, 30.274178981781006, 423, 0, 7214, 157.11195373535156, 1.4131840467453003
22, -740.0303424596786, False, 27.50237798690796, 416, 0, 7630, 187.34600830078125, 1.3900306224822998
23, -777.6262196302414, False, 32.84255647659302, 498, 0, 8128, 134.3891143798828, 1.467875361442566
24, -790.1765382289886, False, 27.22786855697632, 448, 0, 8576, 156.2578887939453, 1.458134412765503
25, -645.1727135181427, False, 29.316161632537842, 498, 0, 9074, 118.89421081542969, 1.4971506595611572
26, -730.7433023452759, False, 26.03033137321472, 428, 0, 9502, 120.03402709960938, 1.4623593091964722
27, -811.7323769330978, False, 29.59022355079651, 498, 0, 10000, 137.2449188232422, 1.504919409751892
28, -796.6985038518906, False, 29.12777018547058, 498, 0, 10498, 111.47014617919922, 1.512627124786377
29, 1.2620723247528076, True, 19.203747987747192, 334, 0, 10832, 108.1193618774414, 1.5160903930664062
30, -603.5989916324615, False, 29.34425687789917, 498, 0, 11330, 136.37477111816406, 1.4638339281082153
31, -680.551535487175, False, 20.259557723999023, 356, 0, 11686, 143.0993194580078, 1.4744786024093628
32, -594.1676822900772, False, 28.934455633163452, 498, 0, 12184, 139.79486083984375, 1.4626866579055786
33, -808.3839564323425, False, 29.37533187866211, 498, 0, 12682, 122.95425415039062, 1.4557439088821411
34, -518.0213832855225, False, 20.084487199783325, 324, 0, 13006, 96.47769927978516, 1.4717053174972534
35, -664.2438733577728, False, 28.58619236946106, 498, 0, 13504, 128.93421936035156, 1.4102489948272705
36, -677.2758049964905, False, 26.55940532684326, 458, 0, 13962, 103.60484313964844, 1.4651376008987427
37, -633.9168863296509, False, 28.647286653518677, 498, 0, 14460, 123.57276916503906, 1.4006527662277222
38, -482.92834424972534, False, 15.749699354171753, 263, 0, 14723, 90.09671020507812, 1.425514817237854
39, -572.2434406280518, False, 19.091593265533447, 336, 0, 15059, 147.1548614501953, 1.4452457427978516
40, -630.7051333189011, False, 25.755834579467773, 439, 0, 15498, 110.98217010498047, 1.4336755275726318
41, -585.1539323329926, False, 20.64356565475464, 353, 0, 15851, 96.09654235839844, 1.3818258047103882
42, -761.4582688808441, False, 29.35204267501831, 498, 0, 16349, 100.5014419555664, 1.4023181200027466
43, -686.0376284122467, False, 28.525289297103882, 498, 0, 16847, 110.82508850097656, 1.3903661966323853
44, -671.4626803398132, False, 28.369552850723267, 498, 0, 17345, 114.4577865600586, 1.378975749015808
45, -571.0533927679062, False, 23.694300413131714, 396, 0, 17741, 112.73738098144531, 1.4002922773361206
46, -635.2326147556305, False, 21.79859185218811, 382, 0, 18123, 77.58185577392578, 1.410895824432373
47, -654.6181191205978, False, 30.198164463043213, 498, 0, 18621, 97.09284973144531, 1.421142339706421
48, -694.8540741205215, False, 19.991212844848633, 339, 0, 18960, 82.90924835205078, 1.4015429019927979
